PC1,PC2,issue_assignee,cluster,cluster_label
1.9786803180753563,-2.0861355642549064,4kpi,0,High Performer 🟢
1.4588213710869984,-1.354962920624188,4kpk,0,High Performer 🟢
1.1855201360833911,-1.770023697713059,4kpq,0,High Performer 🟢
2.044301525831986,-0.7999323880337456,4kqh,0,High Performer 🟢
0.6723816338888173,-0.02195708583591416,4kqk,0,High Performer 🟢
1.6624307216891894,-2.6950353628332477,4kqo,0,High Performer 🟢
2.0056759261673553,-0.5961683406024088,4kqp,0,High Performer 🟢
2.0595406805170633,0.005601476431608909,4kqs,0,High Performer 🟢
1.9477513318244868,-2.6673777476709177,4kro,0,High Performer 🟢
2.036023025146311,-0.9001033462559088,4krp,0,High Performer 🟢
1.7653453071967384,-0.9947297683415998,4lgi,0,High Performer 🟢
0.3620024284519028,-1.665114651307328,4lhg,0,High Performer 🟢
-2.3385240520862993,0.8506139597028934,4lhl,0,High Performer 🟢
0.5896369209435508,0.633860455397343,4lig,0,High Performer 🟢
0.4250044688203247,-0.8628370095934196,4lih,0,High Performer 🟢
0.8478322859427494,-1.3178443639211437,4lii,0,High Performer 🟢
2.105075720683273,1.916105665406316,4lio,0,High Performer 🟢
0.2390278066496474,0.39443500727025516,4lip,0,High Performer 🟢
1.982432461745905,-0.43225480099958,4lkl,0,High Performer 🟢
-8.040226347740337,4.247700194797342,4lll,1,Solid Performer 🟡
-7.816383277272673,0.928438626601156,4llr,1,Solid Performer 🟡
-2.8190899501317217,0.06797321261396094,4lls,0,High Performer 🟢
-0.27481358624333985,-0.9998653182359506,4lpl,0,High Performer 🟢
0.8542439781859208,-1.635703313744438,4lpo,0,High Performer 🟢
1.6500687714492541,-1.9328563376443033,4lpq,0,High Performer 🟢
-1.5483795325439,1.5263158156676775,4lqg,0,High Performer 🟢
0.33589989400574605,-0.054806548954334566,4lqi,0,High Performer 🟢
-1.3951855359404413,-1.0064497801396202,4lqk,0,High Performer 🟢
-32.75791019498749,0.007985656107034278,4lqr,2,Specialist ⚫
1.9174966510985831,-0.33286659397312635,4lqs,0,High Performer 🟢
-7.22462057631562,-1.0231274672529582,4lrl,1,Solid Performer 🟡
0.4005914164130675,-1.8163918047106666,4lrp,0,High Performer 🟢
1.3425937038453024,-2.669746066526299,4lrs,0,High Performer 🟢
-1.7253289643728926,0.3505278054671106,4lsh,0,High Performer 🟢
1.2124595294740002,-2.266061176983045,4lsk,0,High Performer 🟢
-0.23246490297288047,-0.5728399143008207,4lso,0,High Performer 🟢
1.728688075489403,-1.8936123813766508,4lsp,0,High Performer 🟢
2.088720679409821,-0.2578384026090905,4ogg,0,High Performer 🟢
2.1922790229867672,-1.1884575289417518,4ohk,0,High Performer 🟢
2.1148663140669175,0.045643039277726505,4ohl,0,High Performer 🟢
1.6278468828416588,-0.3273701998977153,4oio,0,High Performer 🟢
-35.948579655215866,0.07711940023164443,4oiq,2,Specialist ⚫
2.1803118913351613,0.031921748104221326,4okh,0,High Performer 🟢
2.0064906827058127,-0.6534794746056053,4olg,0,High Performer 🟢
1.9608448150390212,-0.46202093525371424,4oll,0,High Performer 🟢
2.440323434866672,10.655916113194653,4olr,0,High Performer 🟢
1.8305124153234342,-1.0493433800630385,4ook,0,High Performer 🟢
2.570926727614717,7.339845417788217,4oop,0,High Performer 🟢
2.080289184044103,-0.07806971842174548,4opi,0,High Performer 🟢
2.0658885338122723,-0.5497249857569596,4opp,0,High Performer 🟢
2.127404542692856,0.257552948368978,4ops,0,High Performer 🟢
1.4204151735909187,-0.49483073430491376,4oqq,0,High Performer 🟢
1.9806045030090516,-1.310696197608158,4org,0,High Performer 🟢
2.9275539766815717,15.084746514813235,4orq,3,Low Performer 🔴
1.9156842550487132,-1.4202950269087147,4ors,0,High Performer 🟢
1.969193563134392,-1.6770649702208946,4osr,0,High Performer 🟢
-4.607731800551923,-1.4782219446251,4pgg,1,Solid Performer 🟡
1.8042567024040812,-0.9019309161615956,4pgp,0,High Performer 🟢
3.3312786358103734,26.26334279412718,4phi,3,Low Performer 🔴
2.1219347310956747,-0.6091237085984456,4php,0,High Performer 🟢
2.0208044620308017,0.2650440931154181,4phs,0,High Performer 🟢
1.4852402699623357,-1.0410904568748949,4pio,0,High Performer 🟢
1.9284723736535736,-1.4631027462387742,4pls,0,High Performer 🟢
2.1693699722742603,-0.2818341141761376,4pok,0,High Performer 🟢
1.5939458318685271,-1.9845685547036007,4pps,0,High Performer 🟢
1.6813030365894366,-1.4876106181733841,4pqq,0,High Performer 🟢
2.0662805757326885,-0.6502652929979349,4prg,0,High Performer 🟢
2.0020799395342928,-0.5794826935515381,4prh,0,High Performer 🟢
2.09859070683692,0.6296245579956345,4pri,0,High Performer 🟢
1.7773852604915297,-1.4173336587349075,4prl,0,High Performer 🟢
2.063268895007073,-0.18208841954492117,4pro,0,High Performer 🟢
2.128483998427779,0.8045031669852079,4prp,0,High Performer 🟢
1.8701678668883432,-1.2197840867591478,4prq,0,High Performer 🟢
1.945727082526648,-0.3958272411271728,4psk,0,High Performer 🟢
2.3200746074363434,2.1116145799904382,4psl,0,High Performer 🟢
2.073645655444447,-1.1287338821621369,4psr,0,High Performer 🟢
2.289578937230871,3.413889344437881,4pss,0,High Performer 🟢
1.8323934196687186,-1.9253297652490924,4qhk,0,High Performer 🟢
1.5533211172348937,-0.7218201599436328,4qil,0,High Performer 🟢
2.547628668500189,7.62796624270797,4qio,0,High Performer 🟢
1.6758028933772124,0.10351545427115472,4qiq,0,High Performer 🟢
1.984361814643556,-1.0290073911062823,4qkk,0,High Performer 🟢
2.0445608917473215,-1.4035201865197169,4qko,0,High Performer 🟢
2.052923345541381,-1.3054811597419984,4qkp,0,High Performer 🟢
2.0785587731380146,-0.24550068935858815,4qkr,0,High Performer 🟢
1.9110661264412518,-1.1452312868939287,4qks,0,High Performer 🟢
1.9809863883847372,-0.8275254776685352,4qog,0,High Performer 🟢
1.9604863850129632,-1.5600840238990783,4qoh,0,High Performer 🟢
3.176486004948756,26.821427045035254,4qok,3,Low Performer 🔴
3.4562628358475633,28.76795398113932,4qop,3,Low Performer 🔴
2.082198059464064,-0.2426409136496792,4qpl,0,High Performer 🟢
1.7311597496003457,-2.0900374866023053,4qpq,0,High Performer 🟢
2.2490275191864093,4.34569073480266,4qqo,0,High Performer 🟢
1.838392050213656,0.29067567477143497,4qqp,0,High Performer 🟢
2.1527703398746962,-0.3299097292351344,4qqr,0,High Performer 🟢
2.2413132327976966,0.3582685708972857,4qrh,0,High Performer 🟢
-42.943875134853556,4.398690377140543,4qrp,2,Specialist ⚫
2.185794668705945,-2.0267447055436545,4qsh,0,High Performer 🟢
1.2638804527280585,-0.9400052858078327,4qsk,0,High Performer 🟢
2.173915809801999,0.1755486052691566,4qsl,0,High Performer 🟢
2.0733135387579926,2.1407263603574735,4qsp,0,High Performer 🟢
2.160781358369122,-0.946733713753002,4qsr,0,High Performer 🟢
2.0859772024122236,-1.1611557145939007,4qss,0,High Performer 🟢
2.0735611336992634,-0.5999378311777768,4rgh,0,High Performer 🟢
1.9774096665648206,-1.0350840420756124,4rhh,0,High Performer 🟢
2.0986815535461343,3.669054258395268,4rho,0,High Performer 🟢
0.7894238142232295,-1.1245381143290731,4rhp,0,High Performer 🟢
1.5199998425250478,-1.270175514686233,4ris,0,High Performer 🟢
1.4746275321856146,-0.9957805456190623,4rkg,0,High Performer 🟢
2.147911142749648,-1.2320531559150885,4rli,0,High Performer 🟢
1.9745853316838906,-0.8995410806643641,4rlo,0,High Performer 🟢
2.122709628506716,1.5728580838030848,4rog,0,High Performer 🟢
1.9583851548827607,-1.2760262478932807,4roi,0,High Performer 🟢
2.0746255793635346,1.3971536980461792,4rol,0,High Performer 🟢
2.117930396463314,-1.2212960483997861,4roo,0,High Performer 🟢
1.9882054158150526,-0.8695797429433922,4ror,0,High Performer 🟢
2.198504619271187,-0.7532146757966957,4rpg,0,High Performer 🟢
1.8647686193854565,-0.7510433689313321,4rqs,0,High Performer 🟢
2.1203904037947003,0.923620564759418,4rri,0,High Performer 🟢
1.985871039567974,-0.7426207636171817,4rrl,0,High Performer 🟢
2.0424972800506738,-1.9292146235230776,4rsl,0,High Performer 🟢
0.549760244889594,-0.9668987228915225,4sgg,0,High Performer 🟢
1.5608430618251137,-0.6901813848532925,4sgr,0,High Performer 🟢
2.1393546180023026,-1.5718030027150947,4sgs,0,High Performer 🟢
1.9774467745763669,-2.136413674274876,4shl,0,High Performer 🟢
2.224638481176692,-3.156344096232507,4sig,0,High Performer 🟢
1.1537597155668031,-1.4497821796484092,4sih,0,High Performer 🟢
2.0094469336871064,-2.2417189076372352,4sii,0,High Performer 🟢
1.1095577551077624,-0.6343230066339947,4sil,0,High Performer 🟢
0.9980694779784914,-0.20341713822740526,4sio,0,High Performer 🟢
1.9433198182186737,-2.0864128599228144,4sip,0,High Performer 🟢
1.7975401648136886,-1.7056185450583854,4skh,0,High Performer 🟢
1.8405961843230447,-0.37052962681651425,4ski,0,High Performer 🟢
2.145712296380114,1.45228691771858,4skk,0,High Performer 🟢
1.9863373293383524,-1.2398576753444126,4skl,0,High Performer 🟢
0.20656999497387885,-0.23457798859982337,4skr,0,High Performer 🟢
1.4549300018512428,-1.6514261126866652,4sks,0,High Performer 🟢
0.7984099770334496,-0.6825635155539587,4slh,0,High Performer 🟢
1.5294867544507682,-1.561458146266692,4sli,0,High Performer 🟢
2.0098712489808914,-2.00363484637857,4sog,0,High Performer 🟢
-0.30414494241906076,0.4987425630689464,4soo,0,High Performer 🟢
-10.467086126190745,-1.1211589172738137,4sop,1,Solid Performer 🟡
1.9613403286359918,-0.6979507473186224,4soq,0,High Performer 🟢
1.9741161238457297,0.05020637548528839,4sor,0,High Performer 🟢
-0.09852509704178991,-0.16198794085226176,4ssh,0,High Performer 🟢
1.217210459720119,-2.1820292918231035,4z8d4aa.c3,0,High Performer 🟢
1.9152083934981894,-1.5037811062771063,826 .a8cz3_.xd,0,High Performer 🟢
2.030290253043916,-0.9147262794708898,_2hhpqg,0,High Performer 🟢
2.09583289225337,-2.940008875682496,av43.jd4aa.c3,0,High Performer 🟢
2.0627616394781283,0.6604293292429886,bzy0xaygh,0,High Performer 🟢
1.7967375084324162,-2.0438537049557888,d8e1n8vv8d4aa.c3,0,High Performer 🟢
3.3787344188922948,27.833782798392377,nzvz,3,Low Performer 🔴
1.9017657239820762,-1.7477102916267657,t.n2v8z2d,0,High Performer 🟢
1.7890808437899326,-1.258701176612386,t.y0v.wygh,0,High Performer 🟢
1.897424831232968,-1.5048947851356755,t.y10tygh,0,High Performer 🟢
1.7833108114281082,-0.9924234437141707,t.y10tygp,0,High Performer 🟢
1.952935183151262,-0.1021325270023522,t.y10tygr,0,High Performer 🟢
1.960201685905104,0.9407248886775235,t.y10ygh,0,High Performer 🟢
1.848995605915166,0.34771351038587905,t.y1_3_ygh,0,High Performer 🟢
1.7317951804115448,-1.5388646231079282,t.y1z0ygh,0,High Performer 🟢
1.7961133079985387,-0.3487384717979417,t.y1z0ygi,0,High Performer 🟢
1.8845043618298662,-0.6891194429766059,t.y40ygh,0,High Performer 🟢
1.7448845583863302,-1.122321844351491,t.y8114ygh,0,High Performer 🟢
1.9585291515991385,1.0517621115379534,t.y8zv0ygi,0,High Performer 🟢
2.0098361506130593,-0.16954258748043238,t.y8zv0ygo,0,High Performer 🟢
1.866600437523569,-0.9640599891584606,t.yctn0ygh,0,High Performer 🟢
1.9153049144191379,-0.5065218747140641,t.yd-0tygh,0,High Performer 🟢
1.7171881463607923,-1.2649778578690902,t.yd10ygh,0,High Performer 🟢
1.9221498326042887,-0.21649751611665136,t.yn039ygo,0,High Performer 🟢
1.9472749475727928,-1.0541638609357544,t.yt2_0ygi,0,High Performer 🟢
1.8504362653599227,-1.0183428862875328,t.yt2_0ygo,0,High Performer 🟢
1.9574579375779668,-0.9177221221423664,t.yt_9ygh,0,High Performer 🟢
2.011736888714653,1.989758402548144,t.ytu0ygh,0,High Performer 🟢
1.9954392521216506,-0.7558844873328112,t.yx0uygi,0,High Performer 🟢
1.8120169745263313,-0.5938184452081019,t.yz01ygh,0,High Performer 🟢
1.9708510840231668,-0.8542032109614377,t.yz01ygi,0,High Performer 🟢
1.816419501186947,-1.2682763478126633,t.yz42_ygi,0,High Performer 🟢
1.9835307993267002,0.7704603659038385,t.yzt_0ygh,0,High Performer 🟢
2.130212674517154,2.2606286879012805,u6y1.wwygh,0,High Performer 🟢
1.8690663920495243,0.3476523931732942,u6yu_0ygh,0,High Performer 🟢
2.199488695863143,4.100823016691028,u6yx0uygo,0,High Performer 🟢
2.109531169925701,1.4294738464231347,u6yz0uygi,0,High Performer 🟢
1.93039193678558,0.6451466431793769,unzvvz2,0,High Performer 🟢
-1.3911344245230512,-1.8182847805241362,w.nzwwz2ycz6dn28n,0,High Performer 🟢
2.0743649211984025,-3.0032602696050352,wzcdd4aa,0,High Performer 🟢
0.01995248200139721,-1.9232927435544966,x8azvjn2,0,High Performer 🟢
3.4252774056449953,28.746815664974374,z2w_x,3,Low Performer 🔴
2.162143326519993,3.01798568015007,z8yx0z2ygh,0,High Performer 🟢
