issueid,sentiment_compound_mean,sentiment_compound_std,sentiment_compound_min,sentiment_compound_max,sentiment_pos_mean,sentiment_neg_mean,word_count_mean,word_count_sum,question_count_sum,politeness_score_sum,urgency_score_sum,technical_score_sum,solution_score_sum,reporter_sentiment_compound_mean,reporter_word_count_mean,reporter_word_count_count,reporter_politeness_score_sum
1005265.0,0.17179999999999998,0.29857918748633505,-0.7906,0.765,0.32102631578947366,0.02777631578947368,8.842105263157896,672,4,15,1,14,4,0.07848181818181818,7.045454545454546,22.0,2.0
1005282.0,0.19865933609958505,0.27596585448123356,-0.6249,0.8555,0.3044522821576764,0.016319502074688796,4.4937759336099585,1083,7,37,0,26,2,0.0838578947368421,3.4210526315789473,95.0,12.0
1005299.0,0.1319074074074074,0.28067396236851433,-0.5574,0.6808,0.2394814814814815,0.04311111111111111,6.851851851851852,370,4,9,0,13,4,0.05744545454545455,5.090909090909091,11.0,0.0
1005313.0,0.13040833333333335,0.2676652615007889,-0.481,0.6705,0.21547222222222223,0.04491666666666667,4.916666666666667,177,3,7,0,6,3,0.24695,10.0,2.0,1.0
1005318.0,0.07292857142857143,0.30726388356404194,-0.481,0.6705,0.18633333333333332,0.0931904761904762,8.19047619047619,172,3,3,0,6,4,-0.4019,8.0,1.0,0.0
1005319.0,0.1612084745762712,0.2610463641525929,-0.481,0.6705,0.24579661016949153,0.030457627118644068,5.271186440677966,311,5,14,0,5,4,0.0193,6.5,4.0,1.0
1005325.0,0.15546000000000001,0.275111519206303,-0.481,0.6705,0.2061,0.045799999999999993,8.133333333333333,244,3,4,0,5,2,0.22535555555555556,6.666666666666667,18.0,4.0
1005331.0,0.11827368421052631,0.303679404859257,-0.481,0.6705,0.16721052631578948,0.07231578947368421,8.31578947368421,158,3,3,0,5,2,0.2254142857142857,5.285714285714286,7.0,2.0
1005336.0,0.18395238095238092,0.3247427021798144,-0.481,0.6705,0.23085714285714284,0.06542857142857142,10.142857142857142,213,3,4,0,6,2,0.30256923076923076,7.846153846153846,13.0,4.0
1005341.0,0.125875,0.30010713775322767,-0.481,0.6705,0.17729166666666665,0.057249999999999995,7.625,183,3,4,0,5,2,0.105375,3.75,4.0,0.0
1005346.0,0.11255833333333332,0.28584733827185,-0.481,0.6444,0.25775,0.08620833333333333,7.916666666666667,190,3,1,0,9,7,0.1611,4.25,4.0,1.0
1005351.0,0.20635382059800664,0.23492272621797933,-0.481,0.8074,0.3040697674418605,0.00673421926910299,3.956810631229236,1191,13,73,1,15,2,0.23101458333333333,4.583333333333333,48.0,19.0
1005354.0,0.195065625,0.3191575853150178,-0.481,0.6597,0.34299999999999997,0.0845,8.1875,262,3,9,0,8,5,-0.296,4.0,1.0,0.0
1005365.0,0.1424642857142857,0.2516243313771339,-0.481,0.765,0.20991558441558442,0.025084415584415584,4.6688311688311686,719,4,33,0,10,7,0.37066,7.4,5.0,2.0
1005433.0,0.15200717948717948,0.2183540370938893,-0.481,0.7003,0.2859589743589744,0.012912820512820512,4.466666666666667,871,7,23,9,22,5,0.2564714285714286,6.523809523809524,21.0,3.0
1005442.0,0.20368709677419355,0.296225124684966,-0.481,0.6705,0.30887096774193545,0.048451612903225805,8.64516129032258,268,3,10,0,5,2,-0.0516,15.0,1.0,0.0
1005454.0,0.26630625,0.2968634132565331,-0.481,0.7717,0.40272916666666664,0.030645833333333334,5.8125,279,3,9,0,5,3,0.2410142857142857,5.0,7.0,2.0
1005462.0,0.20433205128205126,0.2755975110577833,-0.765,0.8074,0.3029679487179487,0.019192307692307693,5.44551282051282,1699,5,56,1,45,17,0.16843157894736843,5.315789473684211,38.0,7.0
1005467.0,0.06789285714285714,0.30979720280875983,-0.481,0.5994,0.12485714285714286,0.09814285714285713,12.071428571428571,169,3,1,0,5,4,0.0,12.0,2.0,0.0
1005472.0,0.18832631578947368,0.30811736371805043,-0.481,0.5423,0.3108947368421053,0.07231578947368421,10.736842105263158,204,3,4,0,5,3,0.26492857142857146,8.714285714285714,7.0,3.0
1005495.0,0.14048513513513514,0.24673085312866314,-0.481,0.6705,0.22299999999999998,0.024864864864864864,7.283783783783784,539,3,15,1,10,4,0.16054545454545455,7.636363636363637,22.0,4.0
1005500.0,0.14957185628742514,0.258607891512532,-0.5994,0.7783,0.29736526946107783,0.0261437125748503,5.347305389221557,893,9,20,1,13,9,0.13308799999999998,6.5,50.0,7.0
1005501.0,0.2167074074074074,0.2807384392363286,-0.4019,0.765,0.2847037037037037,0.021666666666666664,9.37037037037037,506,0,15,0,10,9,0.0,16.0,1.0,0.0
1005510.0,0.18638928571428573,0.2788967183786414,-0.481,0.765,0.26911904761904765,0.026904761904761904,5.880952380952381,494,3,21,1,11,4,0.3509333333333333,5.0,3.0,1.0
1005514.0,0.113036,0.26701781288895315,-0.481,0.6124,0.14096,0.054959999999999995,10.28,257,3,3,0,5,3,0.0,1.0,2.0,0.0
1005522.0,0.15447916666666667,0.2983547712826149,-0.481,0.6705,0.23420833333333335,0.057249999999999995,7.0,168,3,6,0,5,3,0.42755,3.5,2.0,2.0
1005534.0,0.039906250000000004,0.3640738633276678,-0.7027,0.5423,0.24743749999999998,0.109625,12.6875,203,3,1,0,10,4,0.1909,4.5,2.0,0.0
1005547.0,0.181665,0.31453879565752174,-0.481,0.5423,0.359,0.0789,10.15,203,3,5,0,6,2,0.23265,4.75,8.0,3.0
1005549.0,0.18684634146341464,0.24602335476703727,-0.6249,0.7003,0.3260060975609756,0.015024390243902438,6.865853658536586,1126,4,44,4,33,7,0.18931917808219179,5.835616438356165,73.0,10.0
1005561.0,0.118452,0.27664426375652135,-0.481,0.7184,0.21082,0.05106,6.44,322,3,12,0,5,10,0.12215714285714285,3.2857142857142856,7.0,2.0
1005614.0,0.21980774647887322,0.25588352322354985,-0.481,0.7351,0.2970985915492958,0.010908450704225352,6.176056338028169,877,5,44,0,20,9,0.14932285714285715,5.142857142857143,35.0,7.0
1005633.0,0.247072,0.2528399400539529,-0.481,0.7096,0.39327999999999996,0.024640000000000002,10.266666666666667,770,4,16,2,17,5,0.3065184210526316,11.18421052631579,38.0,10.0
1005639.0,0.07066296296296296,0.23318565094419466,-0.481,0.5423,0.17055555555555554,0.05366666666666667,7.925925925925926,214,3,3,2,6,2,0.114975,6.25,8.0,0.0
1005687.0,0.10738947368421052,0.2541451913072139,-0.481,0.5423,0.2388157894736842,0.02844736842105263,12.710526315789474,483,3,6,0,10,3,0.0978375,6.5,8.0,1.0
1005689.0,0.17326800000000003,0.3419828293935238,-0.481,0.7017,0.35235999999999995,0.04452,11.92,298,3,7,0,6,5,0.0,5.0,2.0,0.0
1005715.0,0.1657064935064935,0.28893457843459014,-0.5267,0.8402,0.2643636363636364,0.027493506493506494,8.142857142857142,627,3,12,0,26,8,0.301625,6.75,12.0,2.0
1005729.0,0.20573673469387754,0.2694038176340163,-0.481,0.5994,0.33706122448979586,0.030551020408163262,7.163265306122449,351,6,10,0,12,7,0.0,9.0,2.0,0.0
1005731.0,0.19165859375,0.2615091442454567,-0.481,0.8074,0.256765625,0.014421874999999999,6.5078125,833,5,30,0,13,10,0.021583333333333333,9.166666666666666,6.0,0.0
1005756.0,0.18584874999999998,0.24810884248639078,-0.481,0.8074,0.28326250000000003,0.009525,5.975,478,5,13,0,5,4,0.15272,6.733333333333333,15.0,2.0
1005770.0,0.15264358974358974,0.31945964063915955,-0.6249,0.6597,0.2956410256410257,0.05923076923076923,5.846153846153846,228,3,4,0,5,2,0.42115,8.0,2.0,0.0
1005778.0,0.20862583333333334,0.2522921294268378,-0.481,0.6705,0.313475,0.012308333333333333,6.3,756,4,20,1,6,8,0.19093658536585367,5.634146341463414,41.0,4.0
1005786.0,0.15325405405405404,0.2610964022822018,-0.481,0.7506,0.22871621621621624,0.02268918918918919,6.283783783783784,465,4,14,4,10,3,0.093825,8.125,8.0,0.0
1005792.0,0.24148396226415095,0.23294225368074647,-0.4019,0.7096,0.4091037735849057,0.012452830188679246,5.90566037735849,626,3,38,0,11,3,0.24984137931034484,4.620689655172414,29.0,8.0
1005794.0,0.18581034482758618,0.26914983219725186,-0.6124,0.5574,0.37186206896551727,0.028999999999999998,11.379310344827585,660,7,9,0,14,5,0.16853749999999998,8.75,32.0,5.0
1005816.0,0.21070472440944882,0.2831718693594941,-0.7351,0.7964,0.28836220472440943,0.013496062992125983,6.889763779527559,875,3,37,1,29,12,0.13992,7.3,20.0,3.0
1005845.0,0.20918032786885246,0.2725092205288181,-0.481,0.6551,0.32024590163934424,0.027524590163934427,5.655737704918033,345,3,10,1,7,5,0.20515454545454545,4.2727272727272725,11.0,2.0
1005909.0,0.20713673469387753,0.28998541895375063,-0.481,0.7964,0.26777551020408163,0.034265306122448984,7.795918367346939,382,3,9,0,6,4,0.36858,10.4,5.0,1.0
1005913.0,0.07955,0.23582242635973694,-0.481,0.5423,0.17671875,0.0610625,6.375,204,5,3,0,6,5,0.0,4.5,2.0,0.0
1005940.0,0.23977758620689654,0.2774150806490416,-0.5719,0.765,0.35592241379310346,0.02456034482758621,6.232758620689655,723,7,30,0,15,2,0.1172888888888889,3.7777777777777777,9.0,1.0
1005957.0,0.2117470588235294,0.25331161637647776,-0.481,0.7184,0.3112450980392157,0.013470588235294116,6.2254901960784315,635,4,27,0,14,3,0.284725,9.0,16.0,7.0
1005959.0,0.1603868131868132,0.28887897743164626,-0.5106,0.7823,0.22745054945054946,0.0309010989010989,6.483516483516484,590,7,19,0,16,3,0.16497272727272724,5.7272727272727275,11.0,2.0
1005960.0,0.23013333333333333,0.2914022464945775,-0.7003,0.765,0.29720454545454544,0.023393939393939394,8.878787878787879,1172,5,40,0,15,2,0.027579999999999983,12.6,5.0,0.0
1005967.0,0.18275882352941175,0.34998346757172605,-0.481,0.7096,0.26188235294117646,0.0808235294117647,9.411764705882353,160,3,3,0,5,2,0.2708333333333333,5.5,6.0,2.0
1006015.0,0.152925,0.24902009959037444,-0.481,0.7964,0.24192857142857144,0.01613392857142857,6.214285714285714,696,3,22,1,10,6,0.19518,7.4,10.0,4.0
1006026.0,0.22641954022988506,0.2858370021936313,-0.481,0.8074,0.2829885057471265,0.017241379310344827,6.172413793103448,537,3,26,0,16,9,0.2740666666666667,12.666666666666666,3.0,1.0
1006029.0,0.16808181818181817,0.2885781354920897,-0.481,0.7579,0.23854545454545453,0.04566666666666666,7.363636363636363,243,3,7,0,6,4,0.38244,4.6,5.0,3.0
1006057.0,0.08659375,0.2968956729304736,-0.481,0.6369,0.22878125,0.06415625,12.0,384,3,4,0,10,3,0.0,5.0,2.0,0.0
1006058.0,0.209282,0.2708308283806292,-0.481,0.8779,0.24143666666666666,0.00784,5.626666666666667,1688,8,68,2,30,19,0.38765,6.657894736842105,38.0,13.0
1006061.0,0.09025781249999999,0.2685733879219994,-0.5106,0.7269,0.17835937500000001,0.04278125,5.9375,380,5,11,0,10,5,0.01527391304347826,1.608695652173913,23.0,2.0
1006063.0,0.16738684210526314,0.3031964318864539,-0.481,0.7783,0.24728947368421053,0.04818421052631579,7.947368421052632,302,3,7,0,5,2,0.1361,5.090909090909091,11.0,1.0
1006065.0,0.17514216524216525,0.2416638885987142,-0.6814,0.8555,0.2864259259259259,0.0068660968660968665,6.089743589743589,4275,17,183,14,98,25,0.23041556886227543,4.245508982035928,167.0,78.0
1006073.0,0.1596763157894737,0.2599835602226797,-0.481,0.5707,0.29626315789473684,0.04836842105263158,5.7368421052631575,218,3,8,0,8,5,0.24283333333333332,5.5,6.0,4.0
1006083.0,0.20396666666666668,0.2902086364439671,-0.481,0.8271,0.261,0.026941176470588232,6.549019607843137,334,3,14,0,12,7,0.1986818181818182,4.181818181818182,11.0,2.0
1006087.0,0.056176000000000004,0.26219113937482075,-0.481,0.5423,0.16503999999999996,0.09032,11.88,297,3,2,2,8,2,,,,
1006097.0,0.1522609022556391,0.26794333323190217,-0.481,0.765,0.2782105263157895,0.028473684210526314,4.533834586466165,603,6,26,1,15,4,0.07537142857142858,4.485714285714286,35.0,6.0
1006128.0,0.12619454545454545,0.24995082806659882,-0.5423,0.6369,0.2225818181818182,0.033345454545454546,8.0,440,4,8,1,13,6,0.14586,5.8,10.0,2.0
1006139.0,0.23023690476190475,0.27604294924241163,-0.481,0.8271,0.2845,0.02420238095238095,6.285714285714286,528,7,25,0,10,9,0.24935,7.666666666666667,6.0,2.0
1006150.0,0.17741206896551723,0.2745463774311302,-0.481,0.7964,0.2883965517241379,0.02986206896551724,6.224137931034483,361,4,13,1,6,2,0.23937777777777777,11.333333333333334,9.0,3.0
1006218.0,0.1496234375,0.2659272049468674,-0.481,0.792,0.22975,0.032328125,7.265625,465,3,11,1,9,3,0.15685454545454547,12.090909090909092,11.0,4.0
1006237.0,0.1652764705882353,0.2669207212550088,-0.481,0.6908,0.2888235294117647,0.03409803921568628,5.862745098039215,299,3,8,0,7,3,0.22125555555555554,6.111111111111111,9.0,1.0
1006253.0,0.14523793103448276,0.34444214879569407,-0.6555,0.875,0.24337931034482757,0.07086206896551725,8.551724137931034,248,3,4,0,10,6,0.24546666666666664,6.333333333333333,3.0,1.0
1006256.0,0.14473529411764705,0.31342306659923835,-0.481,0.5423,0.29458823529411765,0.09229411764705882,13.470588235294118,229,3,1,0,7,4,0.24656666666666668,7.333333333333333,3.0,1.0
1006259.0,0.1683525,0.3536384569323859,-0.5106,0.7579,0.292075,0.0515625,11.0625,885,11,19,1,18,14,0.2936192307692308,10.192307692307692,26.0,11.0
1006279.0,0.21418177777777778,0.2581014535722554,-0.5267,0.9395,0.31361333333333336,0.008413333333333333,6.92,1557,6,73,3,6,25,0.2512904761904762,4.666666666666667,63.0,31.0
1006288.0,0.22203032786885243,0.2534513893403808,-0.1531,0.8074,0.21679508196721312,0.005770491803278688,6.827868852459017,833,1,32,1,15,9,0.48310000000000003,7.0,3.0,2.0
1006292.0,0.16304038461538461,0.28323748039037555,-0.481,0.836,0.2155576923076923,0.03228846153846154,6.365384615384615,331,3,8,0,8,4,0.12446666666666667,6.2,15.0,1.0
1006331.0,0.13251538461538462,0.26992688890484057,-0.481,0.6249,0.18173076923076922,0.05284615384615384,9.73076923076923,253,3,5,1,11,7,0.0,8.0,1.0,0.0
1006514.0,0.16818947368421053,0.36003695010178677,-0.481,0.6369,0.3137894736842105,0.08110526315789474,11.68421052631579,222,3,3,0,8,2,0.31052222222222226,7.0,9.0,3.0
1006522.0,0.1397452830188679,0.26798247256550606,-0.481,0.6705,0.26962264150943394,0.03775471698113207,5.547169811320755,294,3,8,1,7,6,0.22613333333333333,7.166666666666667,6.0,1.0
1006523.0,0.054580000000000004,0.32926690789747404,-0.7906,0.5423,0.24291111111111113,0.07124444444444444,6.377777777777778,287,3,4,1,9,4,-0.255175,9.25,4.0,0.0
1006527.0,0.14771304347826086,0.35681351292230035,-0.5499,0.6369,0.33817391304347827,0.07704347826086956,10.608695652173912,244,3,3,0,9,5,0.20945555555555556,5.777777777777778,9.0,1.0
1006536.0,0.19588942307692306,0.2334460994391494,-0.481,0.6597,0.33707692307692305,0.017374999999999998,5.615384615384615,584,3,31,1,13,3,0.2628942857142857,4.685714285714286,35.0,23.0
1006548.0,0.26263275862068963,0.3290499478898175,-0.481,0.8807,0.2720172413793103,0.025086206896551725,10.172413793103448,590,5,20,0,11,11,0.37472500000000003,9.25,16.0,9.0
1006560.0,0.16476901408450703,0.2641698477395336,-0.481,0.6705,0.2690845070422535,0.018549295774647888,7.338028169014085,521,5,15,0,12,3,0.2558125,4.125,8.0,3.0
1006565.0,0.0934780487804878,0.24093277953839648,-0.481,0.5423,0.21558536585365853,0.05790243902439025,10.341463414634147,424,3,1,0,14,4,0.06021428571428571,4.0,7.0,0.0
1006593.0,0.17567027027027027,0.2628697462386974,-0.481,0.7506,0.25937837837837835,0.02264864864864865,6.45945945945946,478,7,18,0,7,3,0.13077142857142857,3.2857142857142856,7.0,1.0
1006597.0,0.14622000000000002,0.31131121443869336,-0.481,0.7351,0.29414285714285715,0.059314285714285715,6.942857142857143,243,3,4,0,7,4,0.0469,6.0,5.0,2.0
1006608.0,0.15418791540785498,0.234733783263158,-0.5106,0.836,0.23924773413897282,0.009522658610271904,5.993957703927492,1984,12,69,1,31,4,0.09234473684210527,6.657894736842105,38.0,6.0
1006613.0,0.12815000000000001,0.24916193375146461,-0.481,0.5423,0.2524,0.041975,4.875,195,3,4,0,5,2,0.1468,3.0,3.0,0.0
1006627.0,0.0808764705882353,0.30411339687979005,-0.481,0.7506,0.12576470588235295,0.0808235294117647,10.705882352941176,182,3,2,0,5,4,0.0,12.0,2.0,0.0
1006671.0,0.037585714285714285,0.23222346127466656,-0.4019,0.5423,0.1488857142857143,0.04217142857142857,9.542857142857143,334,3,1,1,9,14,0.0,3.75,4.0,0.0
1006673.0,0.204224,0.23778223176245844,-0.481,0.6369,0.355,0.01376,5.232,654,5,19,0,8,3,0.20663499999999999,5.575,40.0,3.0
1006683.0,0.11475625,0.2674263636212358,-0.481,0.7506,0.1725,0.042937499999999997,7.40625,237,3,5,0,5,4,0.0,6.25,4.0,0.0
1006694.0,0.1830438775510204,0.27004139585921466,-0.5106,0.8074,0.28333673469387755,0.017387755102040815,4.683673469387755,459,4,22,1,7,2,0.24238461538461537,3.769230769230769,13.0,3.0
1006715.0,0.14399108910891087,0.24062754210564094,-0.5994,0.5574,0.2574158415841584,0.020336633663366334,6.079207920792079,614,5,12,0,10,6,0.14836470588235293,6.529411764705882,17.0,1.0
1006717.0,0.083125,0.3558379378312549,-0.5994,0.5574,0.254,0.09987499999999999,11.4375,183,3,1,0,7,5,0.244725,8.5,4.0,1.0
1006725.0,0.11243445378151261,0.3233826739373603,-0.6652,0.7003,0.2798739495798319,0.05264705882352941,6.050420168067227,720,5,22,1,31,4,0.11162999999999998,8.2,40.0,10.0
1006726.0,0.19605185185185187,0.3123428667966445,-0.481,0.6369,0.32529629629629625,0.05651851851851852,8.148148148148149,220,3,4,0,5,2,0.23732727272727272,7.363636363636363,11.0,2.0
1006781.0,0.1702783783783784,0.28342778732973706,-0.481,0.6369,0.336,0.05213513513513514,6.054054054054054,224,3,6,0,8,3,0.14794000000000002,5.4,5.0,2.0
