employee,ticket_count,avg_steps,avg_comments,reopen_rate,success_rate,first_touch_rate,median_time_hours,std_time_hours,pct_high,pct_low,pct_hd_service,cluster,cluster_name,umap_1,umap_2
4hgop,20,3.2,1.9,0.25,0.7,0.25,10.151527777777778,349.9798799568962,0.05,0.5,0.0,1,Problemlöser,-10.642891,6.041202
4hgor,414,1.9082125603864735,2.8091787439613527,0.0024154589371980675,0.9082125603864735,0.9033816425120773,0.06597222222222222,58.24572293311116,0.6497584541062802,0.021739130434782608,0.028985507246376812,0,HD-Service-Spezialist,1.3462259,9.773059
4hgos,479,1.8893528183716075,2.720250521920668,0.0041753653444676405,0.9206680584551148,0.872651356993737,0.03916666666666667,97.53016559912606,0.7223382045929019,0.031315240083507306,0.006263048016701462,0,HD-Service-Spezialist,1.4620403,9.539056
4hgpl,30,2.466666666666667,8.566666666666666,0.03333333333333333,0.9333333333333333,0.26666666666666666,148.6313888888889,758.3282658581971,0.3333333333333333,0.06666666666666667,0.03333333333333333,0,HD-Service-Spezialist,-10.003628,6.029359
4hgqg,10,2.1,2.5,0.0,0.6,0.0,14.025416666666667,126.02585975473619,0.3,0.0,0.1,0,HD-Service-Spezialist,-10.688883,4.5680323
4hgqk,25,1.8,5.28,0.0,0.92,0.72,135.68527777777777,1503.260432847301,0.04,0.04,0.0,0,HD-Service-Spezialist,-9.469613,5.8926883
4hgqr,23,7.217391304347826,16.73913043478261,0.21739130434782608,0.8260869565217391,0.13043478260869565,728.5380555555555,928.1606589058514,0.0,0.21739130434782608,0.043478260869565216,1,Problemlöser,-10.531875,5.970813
4hgrl,265,1.7433962264150944,2.5245283018867926,0.0,0.9245283018867925,0.8226415094339623,0.049444444444444444,10.247380486853222,0.6188679245283019,0.033962264150943396,0.018867924528301886,0,HD-Service-Spezialist,1.4564825,10.181126
4hhgi,462,1.7705627705627707,2.6406926406926408,0.004329004329004329,0.8852813852813853,0.8722943722943723,0.04416666666666667,16.011538681033365,0.6861471861471862,0.03463203463203463,0.01948051948051948,0,HD-Service-Spezialist,1.4076866,9.884566
4hhgk,29,1.3793103448275863,4.310344827586207,0.034482758620689655,0.4827586206896552,0.13793103448275862,20.934722222222224,150.08736119113502,0.4482758620689655,0.034482758620689655,0.0,0,HD-Service-Spezialist,-10.635234,4.6410675
4hhgo,143,1.832167832167832,2.762237762237762,0.0,0.993006993006993,0.8811188811188811,0.04138888888888889,0.05065172894006283,0.6293706293706294,0.0,0.013986013986013986,0,HD-Service-Spezialist,1.6138062,10.172388
4hhgr,27,0.7407407407407407,1.962962962962963,0.0,0.2962962962962963,0.1111111111111111,0.0,496.6375305852313,0.18518518518518517,0.0,0.0,0,HD-Service-Spezialist,-10.471424,4.4173713
4hho,286,2.7587412587412588,5.370629370629371,0.03146853146853147,0.8496503496503497,0.5699300699300699,49.61291666666666,2742.235711084455,0.04895104895104895,0.01048951048951049,0.027972027972027972,0,HD-Service-Spezialist,-6.1754484,2.579917
4hhoo,337,1.9228486646884273,2.777448071216617,0.0,0.9198813056379822,0.8991097922848664,0.035,8.36364482682908,0.7091988130563798,0.01483679525222552,0.011869436201780416,0,HD-Service-Spezialist,1.610909,10.103203
4hhop,334,1.8053892215568863,2.592814371257485,0.0,0.8532934131736527,0.8233532934131736,0.042222222222222223,0.8965178698014907,0.6916167664670658,0.005988023952095809,0.005988023952095809,0,HD-Service-Spezialist,1.6697229,10.070221
4hlg,346,2.4104046242774566,2.6271676300578033,0.008670520231213872,0.869942196531792,0.5953757225433526,153.7855063888889,1561.2204484850322,0.03757225433526012,0.0,0.046242774566473986,0,HD-Service-Spezialist,-5.961678,2.5023293
4hlo,94,2.765957446808511,3.1914893617021276,0.010638297872340425,0.39361702127659576,0.4574468085106383,169.76682208333332,870.5187271496092,0.19148936170212766,0.02127659574468085,0.010638297872340425,0,HD-Service-Spezialist,-10.524711,4.5660524
4hpg,212,3.3254716981132075,9.141509433962264,0.02830188679245283,0.9150943396226415,0.7264150943396226,243.5911111111111,1764.7672694305277,0.0330188679245283,0.02830188679245283,0.0,0,HD-Service-Spezialist,-5.716867,1.3828548
4hph,89,2.292134831460674,7.157303370786517,0.02247191011235955,0.8876404494382022,0.4044943820224719,256.96944444444443,1447.959181508194,0.1348314606741573,0.011235955056179775,0.12359550561797752,0,HD-Service-Spezialist,-4.694704,3.9760385
4hpp,1547,2.6961861667744023,5.741435035552683,0.014221073044602456,0.8791208791208791,0.3865546218487395,91.15202638888888,2246.101049356901,0.07304460245636717,0.005817711700064641,0.13510019392372333,0,HD-Service-Spezialist,-5.5032144,3.821057
4hsg,22,1.6363636363636365,5.5,0.0,0.8636363636363636,0.09090909090909091,22.024239722222223,403.32657502955186,0.0,0.13636363636363635,0.09090909090909091,0,HD-Service-Spezialist,-10.789721,5.9928856
4igh,140,1.8,3.335714285714286,0.0,0.9928571428571429,0.6785714285714286,260.1325,1922.6276842730433,0.007142857142857143,0.0,0.0,0,HD-Service-Spezialist,-2.2816083,0.18377703
4ihs,1142,3.361646234676007,6.288091068301226,0.03590192644483362,0.9763572679509632,0.7548161120840631,73.84847222222223,926.1815671630201,0.16987740805604204,0.0070052539404553416,0.006129597197898424,0,HD-Service-Spezialist,-5.1255884,0.7312442
4ikk,2098,3.152049571020019,8.267874165872259,0.042897998093422304,0.834604385128694,0.4051477597712107,121.03105624999999,1504.4851705008714,0.10581506196377502,0.0023832221163012394,0.11582459485224023,0,HD-Service-Spezialist,-5.919046,3.5714264
4ioh,469,3.5543710021321964,4.940298507462686,0.04477611940298507,0.9445628997867804,0.7569296375266524,96.27416666666667,1743.9157319749245,0.1257995735607676,0.0042643923240938165,0.0042643923240938165,0,HD-Service-Spezialist,-5.204041,0.7983383
4ipo,226,2.8451327433628317,7.606194690265487,0.07079646017699115,0.9823008849557522,0.6902654867256637,283.9691666666667,1689.4979139799063,0.017699115044247787,0.0,0.0,0,HD-Service-Spezialist,-4.143387,0.6378967
4isp,25,2.88,3.76,0.08,1.0,0.68,334.24666666666667,4320.951620574517,0.16,0.0,0.0,0,HD-Service-Spezialist,-3.9362628,0.5006291
4kgh,301,2.3255813953488373,12.029900332225914,0.009966777408637873,0.9036544850498339,0.12624584717607973,220.20777777777778,1576.8071325806104,0.3920265780730897,0.013289036544850499,0.029900332225913623,0,HD-Service-Spezialist,-3.9576187,3.1649532
4kgi,772,1.9080310880829014,3.273316062176166,0.0012953367875647669,0.9028497409326425,0.9365284974093264,0.07722875,629.5575956145651,0.33419689119170987,0.010362694300518135,0.06865284974093264,0,HD-Service-Spezialist,0.92088085,7.8558674
4kgk,49,2.5306122448979593,8.040816326530612,0.0,0.7142857142857143,0.32653061224489793,139.98989138888888,1785.2530659582542,0.0,0.0,0.02040816326530612,0,HD-Service-Spezialist,-10.179314,4.17916
4kgo,149,2.4832214765100673,5.771812080536913,0.006711409395973154,0.8993288590604027,0.6778523489932886,0.08167138888888889,1049.822628555997,0.03355704697986577,0.006711409395973154,0.1342281879194631,0,HD-Service-Spezialist,0.4231787,6.9899282
4kgp,229,2.606986899563319,5.449781659388647,0.017467248908296942,0.9170305676855895,0.9126637554585153,0.8286372222222222,529.2954028716221,0.2314410480349345,0.017467248908296942,0.026200873362445413,0,HD-Service-Spezialist,0.8488366,7.7697096
4kgq,1032,1.9709302325581395,3.2083333333333335,0.0,0.9176356589147286,0.9660852713178295,0.0545625,564.9837835082685,0.29844961240310075,0.005813953488372093,0.05910852713178295,0,HD-Service-Spezialist,1.0177596,7.7497497
4kgr,252,2.607142857142857,13.619047619047619,0.011904761904761904,0.8650793650793651,0.19047619047619047,335.6181927777778,1992.0666762775688,0.38095238095238093,0.03968253968253968,0.027777777777777776,0,HD-Service-Spezialist,-9.431639,5.368555
4khg,998,1.9529058116232465,3.0080160320641283,0.0,0.9448897795591182,0.9338677354709419,0.06066791666666667,569.8959609056706,0.4468937875751503,0.017034068136272545,0.04408817635270541,0,HD-Service-Spezialist,1.0440334,8.030038
4khi,189,3.544973544973545,9.0,0.164021164021164,0.8624338624338624,0.3544973544973545,579.7466666666667,2533.6099704783896,0.24338624338624337,0.0,0.021164021164021163,0,HD-Service-Spezialist,-3.6690578,1.1635106
4kho,261,2.6053639846743293,6.448275862068965,0.019157088122605363,0.9157088122605364,0.3103448275862069,27.620014722222223,1007.6645282345955,0.05363984674329502,0.0,0.06513409961685823,0,HD-Service-Spezialist,-5.0333633,2.6118643
4khp,152,4.394736842105263,11.118421052631579,0.039473684210526314,0.9078947368421053,0.13815789473684212,25.71942875,1721.214256023109,0.17763157894736842,0.0,0.10526315789473684,0,HD-Service-Spezialist,-4.8302674,3.567267
4khq,18,2.0,3.0,0.0,0.9444444444444444,0.9444444444444444,0.06303055555555555,0.08550905780676557,0.16666666666666666,0.0,0.1111111111111111,0,HD-Service-Spezialist,1.5041121,10.427291
4khs,134,2.8358208955223883,8.201492537313433,0.03731343283582089,0.9328358208955224,0.41044776119402987,60.014839305555554,1736.551845289683,0.15671641791044777,0.007462686567164179,0.21641791044776118,0,HD-Service-Spezialist,-4.7297134,4.1876745
4kig,11,1.3636363636363635,5.454545454545454,0.0,1.0,0.09090909090909091,106.04546,696.9717487424119,0.0,0.09090909090909091,0.09090909090909091,0,HD-Service-Spezialist,-10.345183,6.236354
4kih,23,1.2608695652173914,3.217391304347826,0.0,0.6956521739130435,0.2608695652173913,50.041111111111114,2063.3309181948957,0.13043478260869565,0.0,0.043478260869565216,0,HD-Service-Spezialist,-10.40545,4.1605887
4kkr,24,1.5416666666666667,4.291666666666667,0.041666666666666664,1.0,0.375,333.44949361111117,1575.4523560241792,0.08333333333333333,0.0,0.08333333333333333,0,HD-Service-Spezialist,-2.7028677,0.53341097
4kll,132,2.1136363636363638,6.628787878787879,0.030303030303030304,0.8863636363636364,0.2196969696969697,118.01801499999999,963.9922987350935,0.2803030303030303,0.10606060606060606,0.030303030303030304,0,HD-Service-Spezialist,-10.571924,5.912747
4klq,116,2.060344827586207,5.646551724137931,0.04310344827586207,0.8879310344827587,0.8017241379310345,200.47180555555556,1775.7180664079121,0.1724137931034483,0.0603448275862069,0.017241379310344827,0,HD-Service-Spezialist,-9.759715,5.8556466
4klr,70,2.057142857142857,8.014285714285714,0.0,0.9714285714285714,0.42857142857142855,227.4790277777778,1535.2342674047668,0.2714285714285714,0.0,0.014285714285714285,0,HD-Service-Spezialist,-2.4106536,0.8223064
4kol,55,2.272727272727273,5.4,0.0,0.9090909090909091,0.509090909090909,41.077314722222226,692.9625284705824,0.05454545454545454,0.0,0.05454545454545454,0,HD-Service-Spezialist,-4.530222,1.9635701
4kph,336,1.994047619047619,3.449404761904762,0.0,0.9136904761904762,0.9732142857142857,0.0720801388888889,982.8306717341112,0.044642857142857144,0.002976190476190476,0.10416666666666667,0,HD-Service-Spezialist,0.50666374,6.9972315
4kpi,348,1.9913793103448276,3.6063218390804597,0.0,0.9109195402298851,0.9741379310344828,0.07852444444444444,310.08131243647756,0.04310344827586207,0.0028735632183908046,0.08908045977011494,0,HD-Service-Spezialist,0.68979484,7.2275534
4kpk,180,2.3,5.722222222222222,0.044444444444444446,0.9166666666666666,0.6277777777777778,100.8262438888889,948.748200786847,0.13333333333333333,0.0,0.011111111111111112,0,HD-Service-Spezialist,-4.229084,1.4456198
4kpq,388,2.711340206185567,5.623711340206185,0.05412371134020619,0.9201030927835051,0.08505154639175258,46.09430555555556,819.1074890910003,0.4690721649484536,0.020618556701030927,0.020618556701030927,0,HD-Service-Spezialist,-3.4059827,3.3156488
4kqh,107,3.8411214953271027,9.429906542056075,0.056074766355140186,0.9719626168224299,0.3364485981308411,103.41090194444443,1958.0680773919273,0.056074766355140186,0.0,0.14018691588785046,0,HD-Service-Spezialist,-4.9249244,3.7700965
4kqk,98,3.163265306122449,10.642857142857142,0.02040816326530612,0.8877551020408163,0.24489795918367346,305.5675,1707.0051866078722,0.16326530612244897,0.030612244897959183,0.11224489795918367,0,HD-Service-Spezialist,-4.6651053,3.886331
4kqo,1005,2.008955223880597,3.343283582089552,0.003980099502487562,0.9213930348258706,0.9253731343283582,0.06111111111111111,570.3711513747944,0.36716417910447763,0.024875621890547265,0.045771144278606964,0,HD-Service-Spezialist,0.91106135,8.001175
4kqp,103,2.8932038834951457,7.310679611650485,0.02912621359223301,0.941747572815534,0.3786407766990291,149.52825777777778,2173.596641352226,0.18446601941747573,0.009708737864077669,0.10679611650485436,0,HD-Service-Spezialist,-4.7481804,3.7635455
4kqs,90,3.066666666666667,10.11111111111111,0.0,0.9666666666666667,0.3333333333333333,434.32708333333335,904.7855761970551,0.022222222222222223,0.05555555555555555,0.07777777777777778,0,HD-Service-Spezialist,-9.743194,6.136251
4kro,484,1.9297520661157024,3.3057851239669422,0.0,0.9070247933884298,0.9710743801652892,0.08569444444444445,702.1201536203682,0.2830578512396694,0.006198347107438017,0.049586776859504134,0,HD-Service-Spezialist,0.9206502,7.8023386
4krp,44,2.3863636363636362,7.2727272727272725,0.022727272727272728,0.8409090909090909,0.3181818181818182,216.75524125000004,1058.702257995405,0.045454545454545456,0.022727272727272728,0.0,0,HD-Service-Spezialist,-6.6005235,2.6622627
4lhg,29,1.7586206896551724,3.1724137931034484,0.0,0.9310344827586207,0.7586206896551724,5.441585833333333,263.90417914340287,0.10344827586206896,0.034482758620689655,0.034482758620689655,0,HD-Service-Spezialist,0.25972813,7.8942604
4lhl,246,2.361788617886179,10.101626016260163,0.02032520325203252,0.8455284552845529,0.04065040650406504,494.15555555555557,1874.7515174575985,0.5121951219512195,0.056910569105691054,0.008130081300813009,0,HD-Service-Spezialist,-9.773346,5.477892
4lig,152,2.1447368421052633,7.703947368421052,0.07894736842105263,0.9342105263157895,0.7105263157894737,386.35625,2099.858486393206,0.125,0.019736842105263157,0.019736842105263157,0,HD-Service-Spezialist,-4.2453346,0.87501585
4lih,61,3.3114754098360657,9.147540983606557,0.06557377049180328,0.9180327868852459,0.32786885245901637,190.85972222222222,1268.6059746024546,0.3442622950819672,0.03278688524590164,0.03278688524590164,0,HD-Service-Spezialist,-3.3140976,3.3942437
4lii,87,2.954022988505747,7.620689655172414,0.06896551724137931,0.9540229885057471,0.3103448275862069,53.145,1129.838281475219,0.28735632183908044,0.0,0.022988505747126436,0,HD-Service-Spezialist,-3.4928634,2.465427
4lio,19,1.736842105263158,7.947368421052632,0.05263157894736842,1.0,0.5789473684210527,721.6177777777777,1313.1429521306268,0.10526315789473684,0.3684210526315789,0.05263157894736842,1,Problemlöser,-10.704951,6.0078616
4lip,53,1.8867924528301887,7.09433962264151,0.03773584905660377,0.8867924528301887,0.3018867924528302,480.50555555555553,1157.698808932337,0.4339622641509434,0.0,0.03773584905660377,0,HD-Service-Spezialist,-3.9891772,3.1702237
4lkl,29,2.0344827586206895,6.517241379310345,0.0,0.7241379310344828,0.6896551724137931,214.655,1584.500438006997,0.20689655172413793,0.10344827586206896,0.034482758620689655,0,HD-Service-Spezialist,-10.472036,5.7964606
4llr,101,3.089108910891089,10.851485148514852,0.039603960396039604,0.5841584158415841,0.06930693069306931,468.9691666666667,1605.6216775588364,0.594059405940594,0.019801980198019802,0.009900990099009901,0,HD-Service-Spezialist,-10.659874,4.353144
4lls,106,4.009433962264151,9.339622641509434,0.03773584905660377,0.8773584905660378,0.05660377358490566,463.72763888888886,708.522897844503,0.8962264150943396,0.0,0.04716981132075472,0,HD-Service-Spezialist,-3.7965,3.2035403
4lpl,104,1.8076923076923077,5.826923076923077,0.038461538461538464,0.8942307692307693,0.25,145.34,949.0891427257975,0.41346153846153844,0.028846153846153848,0.038461538461538464,0,HD-Service-Spezialist,-3.4499595,3.6588185
4lpo,575,3.3443478260869566,9.191304347826087,0.017391304347826087,0.928695652173913,0.23478260869565218,98.73472222222222,941.6170281083025,0.7965217391304348,0.0034782608695652175,0.017391304347826087,0,HD-Service-Spezialist,-3.6421514,3.2936556
4lpq,35,2.8285714285714287,4.6,0.14285714285714285,1.0,0.08571428571428572,3.866111111111111,764.1502850093442,0.6857142857142857,0.0,0.0,0,HD-Service-Spezialist,-3.274844,2.8654065
4lqg,98,2.4693877551020407,8.23469387755102,0.05102040816326531,0.5816326530612245,0.1836734693877551,539.5793055555556,2524.654000012906,0.17346938775510204,0.23469387755102042,0.01020408163265306,1,Problemlöser,-10.633968,5.7873573
4lqi,29,2.2758620689655173,7.931034482758621,0.06896551724137931,0.9310344827586207,0.20689655172413793,311.32416666666666,1357.1971339998524,0.3793103448275862,0.0,0.1724137931034483,0,HD-Service-Spezialist,-4.3777666,4.0504904
4lqk,121,1.743801652892562,3.7355371900826446,0.01652892561983471,0.05785123966942149,0.7933884297520661,72.39694444444444,1112.4196985823405,0.2066115702479339,0.049586776859504134,0.0,0,HD-Service-Spezialist,-10.519546,4.517622
4lqr,44,0.8863636363636364,0.9772727272727273,0.0,0.22727272727272727,0.7045454545454546,0.4429166666666667,440.09796118571535,0.25,0.22727272727272727,0.0,1,Problemlöser,-10.656509,5.407231
4lqs,10,3.0,8.8,0.1,1.0,0.6,344.08944444444444,447.29086331829876,0.1,0.1,0.2,0,HD-Service-Spezialist,-10.44905,6.269709
4lrl,15,1.3333333333333333,1.2666666666666666,0.06666666666666667,0.5333333333333333,0.2,0.9475,941.9146157856163,0.6,0.0,0.0,0,HD-Service-Spezialist,-10.556889,4.4217534
4lrp,94,3.127659574468085,6.053191489361702,0.0425531914893617,0.9680851063829787,0.9361702127659575,37.794583333333335,303.44532485014577,0.425531914893617,0.0,0.02127659574468085,0,HD-Service-Spezialist,-4.7708864,0.80749553
4lrs,272,1.875,2.922794117647059,0.0,0.9264705882352942,0.9448529411764706,0.06555555555555556,0.803339586894543,0.6470588235294118,0.003676470588235294,0.025735294117647058,0,HD-Service-Spezialist,1.601598,9.98867
4lsh,24,3.625,12.083333333333334,0.041666666666666664,0.875,0.4166666666666667,383.03805555555556,1030.9212476681714,0.20833333333333334,0.0,0.041666666666666664,0,HD-Service-Spezialist,-4.000405,2.4698102
4lsk,457,2.4704595185995624,7.282275711159738,0.030634573304157548,0.9846827133479212,0.045951859956236324,1.0822222222222222,613.0803450361384,0.7417943107221007,0.006564551422319475,0.0,0,HD-Service-Spezialist,-3.0273743,3.4950376
4lso,42,2.9285714285714284,10.095238095238095,0.047619047619047616,0.9285714285714286,0.07142857142857142,288.4293055555556,468.75293989709735,0.23809523809523808,0.0,0.0,0,HD-Service-Spezialist,-3.6150584,2.4347072
