issue_assignee,median_resolution_days,avg_resolution_days,std_resolution_days,pct_fast_resolved,total_tickets,tickets_per_month,active_months,avg_priority,pct_high_priority,n_distinct_projects,n_distinct_categories,pct_reopened,resolution_rate,avg_comments,pct_sole_resolver,avg_first_response_days,avg_processing_steps
1n81u .ad h,0.0042138888888888885,0.012143190019063181,0.025026387807535307,1.0,34.0,0.0,0.0,2.0588235294117645,0.058823529411764705,9.0,3.0,0.0,1.0,0.47058823529411764,0.0,7.021773440945774,1.1176470588235294
1n81u .ad i,0.0060744907407407405,4.780261769868828,32.81012804726587,0.9791666666666666,48.0,0.0,0.0,2.0,0.020833333333333332,10.0,5.0,0.0,1.0,0.5625,0.0,7.021773440945774,1.1875
1n81u .ad o,0.007008738425925925,0.06973273011982571,0.15988682560486553,1.0,17.0,0.0,0.0,2.0588235294117645,0.058823529411764705,6.0,3.0,0.0,1.0,1.0,0.0,7.021773440945774,1.1176470588235294
1n81u .ad p,0.0036488078703703704,0.02355259501507321,0.08640219369739914,1.0,43.0,0.0,0.0,2.0,0.0,17.0,5.0,0.0,1.0,1.0232558139534884,0.023255813953488413,7.021773440945774,1.1627906976744187
1n81u.adh,0.018090277777777778,0.6585941358024692,1.4828343808425597,1.0,45.0,2.8125,16.0,3.2444444444444445,0.7555555555555555,9.0,3.0,0.0,0.9777777777777777,1.1555555555555554,0.0,0.2117013888888889,1.1555555555555554
1n81u.ado,0.25711805555555556,0.48793154761904767,0.5809024513835044,1.0,7.0,1.4,5.0,2.857142857142857,0.7142857142857143,2.0,2.0,0.0,1.0,2.142857142857143,0.0,3.479551917989418,1.1428571428571428
1n81u.adp,0.04179976851851852,4.224136646412037,9.933810654572671,0.875,32.0,1.6842105263157894,19.0,2.90625,0.59375,17.0,4.0,0.0,0.90625,3.28125,0.0,0.14264937789351853,1.375
1n81uazew8x3djd4aa.c3,0.019319745370370373,0.11631747685185186,0.26928243706635746,1.0,7.0,0.0,0.0,1.8571428571428572,0.0,5.0,3.0,0.0,1.0,0.8571428571428571,0.0,7.021773440945774,1.0
3cxhho,49.27488425925926,32.22254398148148,29.408737549896575,0.4,5.0,2.5,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.4,0.0,3.6099050925925926,2.4
3cxhog,2.180902777777778,10.720537367724868,15.509651184616386,0.5714285714285714,7.0,1.75,4.0,2.0,0.0,1.0,2.0,0.0,1.0,0.14285714285714285,0.1428571428571429,30.32832175925926,1.4285714285714286
3cxhok,9.954756944444444,72.33736994049839,254.4091220672213,0.5234899328859061,149.0,11.461538461538462,13.0,2.0,0.0,27.0,6.0,0.0738255033557047,1.0,7.429530201342282,0.02684563758389258,22.782973499361432,3.0067114093959733
3cxigp,0.003485231481481482,2.345250711364918,13.705241844354513,0.9543147208121827,197.0,0.0,0.0,2.0710659898477157,0.05583756345177665,57.0,5.0,0.005076142131979695,1.0,3.49746192893401,0.0,7.021773440945774,2.2893401015228427
3cxigq,0.006805775462962963,9.353532382068584,34.785912432024205,0.8454258675078864,317.0,0.0,0.0,2.0378548895899056,0.03785488958990536,62.0,6.0,0.022082018927444796,1.0,6.280757097791798,0.006309148264984188,7.021773440945774,2.3785488958990535
3cxigs,0.003055601851851852,0.004184728969194313,0.005138696631471669,1.0,211.0,0.0,0.0,2.037914691943128,0.04739336492890995,61.0,5.0,0.0,1.0,2.938388625592417,0.004739336492891044,7.021773440945774,2.023696682464455
3cxiog,0.20682605324074074,9.683653060548295,18.957185673235156,0.7843137254901961,102.0,0.0,0.0,1.9313725490196079,0.029411764705882353,9.0,4.0,0.00980392156862745,1.0,3.343137254901961,0.08823529411764708,7.021773440945774,2.3823529411764706
3cxior,3.1060241550925927,239.89671906250004,530.6227843423186,0.8,5.0,5.0,1.0,2.0,0.0,5.0,5.0,0.0,1.0,2.4,0.0,0.00662037037037037,1.8
3cxogo,0.002864583333333333,0.39553363930143015,3.623475110244313,0.9900990099009901,404.0,40.4,10.0,2.900990099009901,0.5965346534653465,76.0,5.0,0.009900990099009901,0.9975247524752475,3.032178217821782,0.024752475247524774,0.037113872845617894,2.0024752475247523
3cxosg,0.11887731481481481,1.025636574074074,1.725738094724856,1.0,5.0,2.5,2.0,3.0,0.6,1.0,2.0,0.2,0.2,0.6,0.19999999999999996,0.0012702546296296296,1.8
4ggk,19.928171296296295,144.34739117660612,345.5500700206554,0.45023696682464454,211.0,6.393939393939394,33.0,2.0473933649289098,0.037914691943127965,24.0,8.0,0.004739336492890996,0.995260663507109,4.3649289099526065,0.014218009478673022,12.435451089559388,2.241706161137441
4ggo,3.180143391203704,27.03580595516569,70.18344047747983,0.6240601503759399,133.0,8.3125,16.0,2.1954887218045114,0.15789473684210525,41.0,9.0,0.015037593984962405,0.9849624060150376,3.398496240601504,0.03007518796992481,62.41269933127572,2.1503759398496243
4ggr,0.04204897569444444,22.711270940867006,41.351232429600856,0.6454545454545455,110.0,0.0,0.0,2.018181818181818,0.01818181818181818,13.0,4.0,0.00909090909090909,1.0,2.3,0.0,7.021773440945774,1.6
4gis,6.935267297453704,50.65468505468159,139.56903949271876,0.5408163265306123,98.0,4.666666666666667,21.0,2.0918367346938775,0.04081632653061224,28.0,8.0,0.08163265306122448,1.0,3.836734693877551,0.04081632653061229,62.17184924768519,2.663265306122449
4glr,5.941597222222223,20.955701566951568,35.08347934771255,0.6153846153846154,13.0,1.8571428571428572,7.0,2.0,0.0,2.0,3.0,0.0,1.0,1.8461538461538463,0.0,11.126954237891738,2.1538461538461537
4gor,2.079670138888889,6.043675262345679,9.003335871120125,0.8333333333333334,6.0,3.0,2.0,2.0,0.0,4.0,3.0,0.0,1.0,0.6666666666666666,0.0,2.9982592592592594,2.1666666666666665
4grg,5.781400462962963,9.232937545687133,11.106968937526085,0.6491228070175439,57.0,3.5625,16.0,1.9824561403508771,0.0,15.0,2.0,0.0,1.0,3.6666666666666665,0.0,0.9756571502057614,2.7017543859649122
4gsg,9.077430555555555,22.324025237127373,49.96166384956204,0.5284552845528455,123.0,6.833333333333333,18.0,2.0,0.0,12.0,6.0,0.024390243902439025,1.0,1.910569105691057,0.03252032520325199,10.540054765130984,3.089430894308943
4hggg,10.970734953703703,28.912222222222223,68.59601757570032,0.46875,32.0,2.4615384615384617,13.0,2.5,0.4375,6.0,5.0,0.03125,0.90625,10.71875,0.03125,0.5096987123842592,3.0625
4hggi,2.030034722222222,17.972300925925925,35.807149627147574,0.8,5.0,1.25,4.0,2.6,0.6,4.0,3.0,0.2,0.6,3.8,0.0,0.0010416666666666667,2.8
4hggl,11.811435185185186,10.042091600529101,9.39181482739797,0.42857142857142855,7.0,1.1666666666666667,6.0,2.857142857142857,0.5714285714285714,4.0,2.0,0.0,0.8571428571428571,5.428571428571429,0.0,0.24569279100529098,2.7142857142857144
4hghi,43.17501157407408,83.47354552469136,95.9458594538451,0.23809523809523808,21.0,2.625,8.0,1.8571428571428572,0.09523809523809523,3.0,4.0,0.047619047619047616,1.0,9.904761904761905,0.04761904761904767,15.498199404761905,2.4285714285714284
4hghk,0.002384259259259259,0.8928979276895943,10.002211230963372,0.9835796387520526,609.0,38.0625,16.0,2.9573070607553364,0.6584564860426929,84.0,5.0,0.006568144499178982,0.9688013136288999,2.863711001642036,0.0377668308702791,0.12206404955531189,1.9113300492610839
4hgho,11.873055555555556,34.1578850308642,73.82272808771046,0.49523809523809526,105.0,6.176470588235294,17.0,2.1142857142857143,0.20952380952380953,4.0,5.0,0.13333333333333333,0.9809523809523809,9.80952380952381,0.36190476190476195,4.311078725961538,3.6476190476190475
4hghq,0.004571759259259259,2.103889156497538,11.013068583257905,0.9518304431599229,519.0,32.4375,16.0,3.1734104046242773,0.7148362235067437,69.0,5.0,0.005780346820809248,0.9826589595375722,4.360308285163777,0.046242774566473965,0.6659511034396631,2.321772639691715
4hghs,0.0028761574074074076,0.004840218926553673,0.013508388188846391,1.0,236.0,26.22222222222222,9.0,3.038135593220339,0.6694915254237288,60.0,4.0,0.0,0.9915254237288136,2.8771186440677967,0.0,0.02715601459510358,1.8644067796610169
4hgi,27.29870949074074,158.66895691473766,335.55078490981407,0.32,150.0,5.555555555555555,27.0,2.02,0.006666666666666667,30.0,8.0,0.013333333333333334,1.0,4.026666666666666,0.0,60.6566251668335,2.7333333333333334
4hgih,3.9780439814814814,8.692887180335097,15.703356892370003,0.7857142857142857,84.0,5.25,16.0,2.6547619047619047,0.5238095238095238,6.0,4.0,0.09523809523809523,0.9880952380952381,4.285714285714286,0.0,1.2360380410531013,3.119047619047619
4hgir,3.03609375,11.457972034534535,20.2503136246948,0.7027027027027027,74.0,5.285714285714286,14.0,2.635135135135135,0.4189189189189189,7.0,3.0,0.06756756756756757,0.9324324324324325,5.594594594594595,0.0,0.09131178053053053,2.72972972972973
4hgkl,1.0450694444444444,10.015101147342996,16.183022759374303,0.6956521739130435,23.0,3.8333333333333335,6.0,2.6956521739130435,0.391304347826087,6.0,2.0,0.08695652173913043,0.9130434782608695,4.6521739130434785,0.0,0.0011942340067340068,2.8260869565217392
4hgko,9.738125,10.927938924501426,10.184684513138,0.5384615384615384,13.0,2.6,5.0,2.5384615384615383,0.46153846153846156,2.0,2.0,0.0,1.0,9.076923076923077,0.07692307692307687,0.7242094017094016,2.6153846153846154
4hgkr,1.157193287037037,2.217517251921733,3.725059959592348,0.9811320754716981,106.0,35.333333333333336,3.0,3.30188679245283,0.9905660377358491,2.0,4.0,0.05660377358490566,0.9528301886792453,3.150943396226415,0.047169811320754707,0.004040880503144654,2.2358490566037736
4hgks,0.0008449074074074074,0.0030555555555555557,0.00405652170830049,1.0,7.0,2.3333333333333335,3.0,2.5714285714285716,0.5714285714285714,2.0,3.0,0.0,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.41513425925925923,0.7142857142857143
4hgli,0.08114583333333333,1.2229423868312757,2.2561277698653956,1.0,9.0,4.5,2.0,2.6666666666666665,0.4444444444444444,1.0,2.0,0.1111111111111111,0.5555555555555556,1.2222222222222223,0.11111111111111116,0.0011368312757201646,1.4444444444444444
4hglq,0.0020486111111111113,0.14780354845026294,2.3429622419154477,0.9969788519637462,331.0,41.375,8.0,3.0362537764350455,0.7190332326283988,56.0,5.0,0.0,0.9395770392749244,2.694864048338369,0.04229607250755285,0.0014108481593375854,1.8821752265861027
4hgog,42.95319444444444,92.92705377492878,100.89032951584463,0.24615384615384617,65.0,4.333333333333333,15.0,2.7384615384615385,0.5846153846153846,10.0,4.0,0.046153846153846156,0.7384615384615385,14.046153846153846,0.0,5.300896267361111,2.1846153846153844
4hgok,5.316950231481481,17.15109548611111,25.136699275532415,0.575,40.0,3.6363636363636362,11.0,2.9,0.55,17.0,4.0,0.025,0.85,8.85,0.0,1.025502025462963,1.75
4hgol,0.0021064814814814813,0.03964129072681704,0.5017587270345518,0.9981203007518797,532.0,40.92307692307692,13.0,3.0,0.6672932330827067,79.0,4.0,0.0037593984962406013,0.9360902255639098,2.7537593984962405,0.03383458646616544,0.0009640638053467001,1.9229323308270676
4hgop,0.4229803240740741,7.014447916666668,14.582494998204007,0.8,20.0,2.5,8.0,1.6,0.05,3.0,2.0,0.25,0.8,1.9,0.0,5.920620949074074,3.2
4hgor,0.0027488425925925927,0.1832981078904992,2.4269051222129647,0.9951690821256038,414.0,29.571428571428573,14.0,2.973429951690821,0.6497584541062802,72.0,5.0,0.0024154589371980675,0.9516908212560387,2.8091787439613527,0.033816425120772986,0.12206672705314009,1.9082125603864735
4hgos,0.0016319444444444445,0.26412701519369053,4.063756899963585,0.9958246346555324,479.0,39.916666666666664,12.0,3.0542797494780793,0.7223382045929019,65.0,4.0,0.0041753653444676405,0.9770354906054279,2.720250521920668,0.050104384133611735,0.054239880538158196,1.8893528183716075
4hgpk,51.22221064814815,52.07225565843621,41.46754202591308,0.2222222222222222,9.0,1.2857142857142858,7.0,1.8888888888888888,0.0,5.0,1.0,0.0,0.7777777777777778,10.88888888888889,0.0,26.30388888888889,2.111111111111111
4hgpl,6.192974537037037,16.877179398148147,31.59701107742488,0.6666666666666666,30.0,2.727272727272727,11.0,2.3333333333333335,0.3333333333333333,3.0,3.0,0.03333333333333333,0.9666666666666667,8.566666666666666,0.06666666666666665,5.1159741512345684,2.466666666666667
4hgqg,0.5843923611111111,3.59162037037037,5.251077489780675,0.9,10.0,1.6666666666666667,6.0,2.3,0.3,2.0,3.0,0.0,0.6,2.5,0.0,0.0022800925925925927,2.1
4hgqk,5.653553240740741,27.61456111111111,62.635851368637546,0.64,25.0,1.9230769230769231,13.0,2.04,0.04,4.0,4.0,0.0,0.92,5.28,0.0,20.90548425925926,1.8
4hgql,0.003738425925925926,0.005097552910052911,0.005219526112612239,1.0,7.0,7.0,1.0,2.4285714285714284,0.5714285714285714,6.0,2.0,0.0,1.0,2.4285714285714284,0.0,0.0005324074074074074,1.8571428571428572
4hgqr,30.355752314814815,38.4735557568438,38.67336078774381,0.21739130434782608,23.0,2.3,10.0,1.7826086956521738,0.0,3.0,4.0,0.21739130434782608,0.8695652173913043,16.73913043478261,0.0,2.851984702093398,7.217391304347826
4hgrl,0.0020601851851851853,0.04853987596086653,0.4269741869522177,1.0,265.0,66.25,4.0,2.9622641509433962,0.6188679245283019,67.0,5.0,0.0,0.969811320754717,2.5245283018867926,0.015094339622641506,0.04727249301187981,1.7433962264150944
4hgsg,2.051435185185185,2.116451903292181,2.0721928382324166,1.0,9.0,2.25,4.0,3.0,0.7777777777777778,5.0,2.0,0.2222222222222222,0.8888888888888888,5.777777777777778,0.0,1.2110519547325103,3.3333333333333335
4hgsi,0.016655092592592593,2.346747685185185,4.1709631907784654,0.8888888888888888,9.0,1.8,5.0,3.5555555555555554,0.6666666666666666,4.0,1.0,0.0,0.7777777777777778,2.111111111111111,0.2222222222222222,0.7324421296296296,1.1111111111111112
4hhgi,0.0018402777777777777,0.0694539892977393,0.6671474450430567,1.0,462.0,57.75,8.0,2.984848484848485,0.6861471861471862,73.0,4.0,0.004329004329004329,0.9090909090909091,2.6406926406926408,0.045454545454545414,0.0810342100506146,1.7705627705627707
4hhgk,0.8722800925925925,4.269996807151979,6.253640049630625,0.8620689655172413,29.0,7.25,4.0,2.6551724137931036,0.4482758620689655,4.0,3.0,0.034482758620689655,0.4827586206896552,4.310344827586207,0.0,0.2390824074074074,1.3793103448275863
4hhgo,0.001724537037037037,0.0022690850815850817,0.002110488705835951,1.0,143.0,71.5,2.0,2.93006993006993,0.6293706293706294,37.0,4.0,0.0,1.0,2.762237762237762,0.034965034965035,0.001143000518000518,1.832167832167832
4hhgr,0.0,8.41693287037037,20.693230441051302,0.7777777777777778,27.0,2.4545454545454546,11.0,2.3333333333333335,0.18518518518518517,8.0,4.0,0.0,0.2962962962962963,1.962962962962963,0.0,119.9100462962963,0.7407407407407407
4hhgs,0.06443287037037038,3.538693783068783,8.575576708987676,0.8571428571428571,7.0,3.5,2.0,2.7142857142857144,0.42857142857142855,3.0,1.0,0.0,0.8571428571428571,4.428571428571429,0.0,0.16363591269841268,2.2857142857142856
4hho,2.067204861111111,34.72053653676185,114.25982129518566,0.7027972027972028,286.0,8.9375,32.0,2.0594405594405596,0.04895104895104895,48.0,11.0,0.03146853146853147,0.9965034965034965,5.370629370629371,0.09440559440559437,14.331771171262503,2.7587412587412588
4hhoo,0.0014583333333333334,0.04388414935707221,0.3484852011178785,1.0,337.0,67.4,5.0,3.0178041543026706,0.7091988130563798,60.0,4.0,0.0,0.9495548961424333,2.777448071216617,0.011869436201780381,0.0042292422244202665,1.9228486646884273
4hhop,0.0017592592592592592,0.004899402583721446,0.03735491124172878,1.0,334.0,55.666666666666664,6.0,3.0269461077844313,0.6916167664670658,57.0,4.0,0.0,0.874251497005988,2.592814371257485,0.026946107784431184,0.005262588977866756,1.8053892215568863
4hlg,6.407729432870371,20.2462882781056,65.05085202020966,0.6445086705202312,346.0,10.8125,32.0,2.066473988439306,0.03757225433526012,81.0,9.0,0.008670520231213872,0.9971098265895953,2.6271676300578033,0.034682080924855474,21.577365798132845,2.4104046242774566
4hlo,7.073617586805555,25.17254355853526,36.27161363123372,0.5638297872340425,94.0,31.333333333333332,3.0,2.202127659574468,0.19148936170212766,15.0,8.0,0.010638297872340425,1.0,3.1914893617021276,0.07446808510638303,21.392937242798354,2.765957446808511
4hpg,10.14962962962963,37.73511254433089,73.53196955960532,0.5047169811320755,212.0,6.838709677419355,31.0,2.0047169811320753,0.0330188679245283,11.0,6.0,0.02830188679245283,1.0,9.141509433962264,0.037735849056603765,13.416324582204155,3.3254716981132075
4hph,10.707060185185185,40.78516261938203,60.33163256284143,0.5056179775280899,89.0,5.235294117647059,17.0,2.168539325842697,0.1348314606741573,20.0,7.0,0.02247191011235955,0.9775280898876404,7.157303370786517,0.0674157303370787,61.07437010327635,2.292134831460674
4hpp,3.798001099537037,27.313092537647538,93.58754372320422,0.6793794440853265,1547.0,26.67241379310345,58.0,2.0950226244343892,0.07304460245636717,89.0,11.0,0.014221073044602456,0.9935358758888171,5.741435035552683,0.025210084033613467,8.058781177858075,2.6961861667744023
4hsg,0.9176766550925927,10.264661907617846,16.805273959564662,0.6818181818181818,22.0,0.0,0.0,1.8636363636363635,0.0,11.0,4.0,0.0,1.0,5.5,0.045454545454545414,7.021773440945774,1.6363636363636365
4hsq,20.01619212962963,153.77749305555557,303.847671923982,0.2,5.0,1.0,5.0,2.6,0.2,4.0,3.0,0.0,1.0,4.0,0.0,146.52159953703702,2.4
4igh,10.838854166666666,33.51920919543651,80.10948684471013,0.5071428571428571,140.0,5.384615384615385,26.0,2.0142857142857142,0.007142857142857143,21.0,6.0,0.0,1.0,3.335714285714286,0.014285714285714235,5.5680182613168725,1.8
4ihh,7.068949201388888,335.64615521825397,559.9517451592421,0.5714285714285714,7.0,2.3333333333333335,3.0,2.0,0.0,5.0,2.0,0.0,1.0,5.428571428571429,0.0,0.044675925925925924,4.142857142857143
4ihs,3.077019675925926,11.13137734059804,38.59089863179254,0.7784588441330998,1142.0,22.392156862745097,51.0,2.2425569176882663,0.16987740805604204,42.0,7.0,0.03590192644483362,0.9938704028021016,6.288091068301226,0.017513134851138368,0.6842948437334182,3.361646234676007
4ikk,5.042960677083333,25.094988419107263,62.68688210420299,0.6358436606291706,2098.0,44.638297872340424,47.0,2.1415633937082936,0.10581506196377502,101.0,10.0,0.042897998093422304,0.9976167778836987,8.267874165872259,0.05862726406101049,21.821145686516324,3.152049571020019
4ioh,4.011423611111111,13.528395728697781,72.6631554989552,0.7398720682302772,469.0,8.685185185185185,54.0,2.162046908315565,0.1257995735607676,46.0,7.0,0.04477611940298507,0.9893390191897654,4.940298507462686,0.006396588486140775,1.305475319069069,3.5543710021321964
4ipo,11.83204861111111,35.01669580670272,70.39574641582944,0.4911504424778761,226.0,7.290322580645161,31.0,2.017699115044248,0.017699115044247787,27.0,8.0,0.07079646017699115,1.0,7.606194690265487,0.03982300884955747,8.92547878769256,2.8451327433628317
4isp,13.926944444444445,76.79475185185184,180.0396508572715,0.48,25.0,2.5,10.0,2.32,0.16,5.0,4.0,0.08,1.0,3.76,0.0,23.817881481481482,2.88
4kgh,9.175324074074075,35.75760809423834,65.70029719085876,0.5182724252491694,301.0,12.541666666666666,24.0,2.604651162790698,0.3920265780730897,35.0,6.0,0.009966777408637873,0.9534883720930233,12.029900332225914,0.013289036544850474,7.057336945994112,2.3255813953488373
4kgi,0.0032178645833333334,1.4246382668123918,26.231566483940206,0.9883419689119171,772.0,33.56521739130435,23.0,2.4753886010362693,0.33419689119170987,101.0,7.0,0.0012953367875647669,0.9896373056994818,3.273316062176166,0.005181347150259086,0.42468462212212216,1.9080310880829014
4kgk,5.832912141203703,36.28398522085224,74.38554441492725,0.6122448979591837,49.0,0.0,0.0,2.0,0.0,5.0,6.0,0.0,1.0,8.040816326530612,0.08163265306122447,7.021773440945774,2.5306122448979593
4kgo,0.003402974537037037,9.115863319118194,43.74260952316655,0.8322147651006712,149.0,149.0,1.0,2.040268456375839,0.03355704697986577,47.0,6.0,0.006711409395973154,1.0,5.771812080536913,0.02684563758389258,122.24911747685185,2.4832214765100673
4kgp,0.03452655092592593,7.684801701085638,22.05397511965092,0.8558951965065502,229.0,13.470588235294118,17.0,2.3013100436681224,0.2314410480349345,64.0,4.0,0.017467248908296942,0.9519650655021834,5.449781659388647,0.008733624454148492,0.7441460648148148,2.606986899563319
4kgq,0.0022734375000000003,0.8264674425782372,23.540990979511193,0.9961240310077519,1032.0,51.6,20.0,2.4602713178294575,0.29844961240310075,104.0,6.0,0.0,0.9941860465116279,3.2083333333333335,0.0019379844961240345,0.11423778210269718,1.9709302325581395
4kgr,13.98409136574074,49.36798721064815,83.00277817823199,0.4642857142857143,252.0,12.6,20.0,2.5238095238095237,0.38095238095238093,36.0,7.0,0.011904761904761904,0.9246031746031746,13.619047619047619,0.03968253968253965,9.094051313883716,2.607142857142857
4khg,0.0025278298611111113,0.8736249616478327,23.745665037736277,0.9959919839679359,998.0,39.92,25.0,2.62625250501002,0.4468937875751503,107.0,7.0,0.0,0.9859719438877755,3.0080160320641283,0.012024048096192397,0.035114367545511616,1.9529058116232465
4khi,24.156111111111112,70.73470799260241,105.56708210326622,0.3492063492063492,189.0,8.590909090909092,22.0,2.4074074074074074,0.24338624338624337,17.0,8.0,0.164021164021164,0.9470899470899471,9.0,0.05291005291005291,3.4473885109599394,3.544973544973545
4kho,1.1508339467592592,15.039497510288067,41.986022009774814,0.7586206896551724,261.0,26.1,10.0,2.0651340996168583,0.05363984674329502,15.0,6.0,0.019157088122605363,0.9808429118773946,6.448275862068965,0.026819923371647514,16.023888279727096,2.6053639846743293
4khp,1.0716428645833334,22.052687664625978,71.71726066762956,0.75,152.0,38.0,4.0,2.289473684210526,0.17763157894736842,14.0,6.0,0.039473684210526314,1.0,11.118421052631579,0.02631578947368418,0.030371334876543213,4.394736842105263
4khq,0.002626273148148148,0.0037779661779835387,0.003562877408615232,1.0,18.0,0.0,0.0,2.2222222222222223,0.16666666666666666,15.0,4.0,0.0,1.0,3.0,0.0,7.021773440945774,2.0
4khs,2.5006183043981483,18.49611694073037,72.35632688707013,0.7611940298507462,134.0,10.307692307692308,13.0,2.208955223880597,0.15671641791044777,10.0,5.0,0.03731343283582089,0.9925373134328358,8.201492537313433,0.04477611940298509,11.84455345970971,2.8358208955223883
4kig,4.418560833333333,18.20017511468855,29.04048953093383,0.5454545454545454,11.0,5.5,2.0,1.9090909090909092,0.0,5.0,4.0,0.0,1.0,5.454545454545454,0.0,0.5116493055555555,1.3636363636363635
4kih,2.085046296296296,43.622533205515296,85.97212159145398,0.5652173913043478,23.0,2.3,10.0,2.130434782608696,0.13043478260869565,9.0,5.0,0.0,0.8695652173913043,3.217391304347826,0.0,43.34145293209876,1.2608695652173914
4kir,4.115150462962963,17.052756944444443,21.698841301308942,0.6,5.0,1.25,4.0,2.2,0.2,4.0,2.0,0.0,1.0,7.6,0.0,0.8276041666666667,1.8
4kkr,13.893728900462964,41.95235634741512,65.64384816767412,0.4583333333333333,24.0,6.0,4.0,2.1666666666666665,0.08333333333333333,4.0,5.0,0.041666666666666664,1.0,4.291666666666667,0.04166666666666663,23.77014814814815,1.5416666666666667
4kll,4.917417291666666,20.134931228517818,40.166345780628895,0.6212121212121212,132.0,5.739130434782608,23.0,2.265151515151515,0.2803030303030303,7.0,5.0,0.030303030303030304,0.9242424242424242,6.628787878787879,0.18181818181818177,0.3147096994535519,2.1136363636363638
4klq,8.352991898148149,39.32518045178799,73.98825276699631,0.5344827586206896,116.0,5.523809523809524,21.0,2.1810344827586206,0.1724137931034483,17.0,7.0,0.04310344827586207,0.9051724137931034,5.646551724137931,0.017241379310344862,9.984766553109713,2.060344827586207
4klr,9.478292824074074,36.66985543005952,63.96809447519862,0.5285714285714286,70.0,7.777777777777778,9.0,2.357142857142857,0.2714285714285714,7.0,9.0,0.0,1.0,8.014285714285714,0.0714285714285714,0.4156139184397163,2.057142857142857
4kol,1.7115547800925928,11.334604207070708,28.873438686274262,0.8181818181818182,55.0,0.0,0.0,2.0727272727272728,0.05454545454545454,5.0,7.0,0.0,1.0,5.4,0.036363636363636376,7.021773440945774,2.272727272727273
4kph,0.003003339120370371,2.4404013760058425,40.951277988921305,0.9940476190476191,336.0,0.0,0.0,2.0535714285714284,0.044642857142857144,79.0,6.0,0.0,0.9970238095238095,3.449404761904762,0.008928571428571397,7.021773440945774,1.994047619047619
4kpi,0.0032718518518518517,0.929376017221424,12.92005468485323,0.9942528735632183,348.0,0.0,0.0,2.0545977011494254,0.04310344827586207,76.0,7.0,0.0,1.0,3.6063218390804597,0.011494252873563204,7.021773440945774,1.9913793103448276
