employee,ticket_count,median_time,avg_steps,avg_comments,reopen_rate,first_touch_rate,success_rate,median_time_hours,quality_reopen,quality_success,quality_score,efficiency_score,productivity_score,comm_optimal,communication_score,o_score_raw,o_score,o_score_int,q1,q2,q3,q_score_avg,score_diff
4ihs,1142,265854.5,3.361646234676007,6.288091068301226,0.03590192644483362,0.7548161120840631,0.9763572679509632,73.84847222222223,0.9281961471103327,0.9763572679509632,0.9474605954465849,0.6190476190476191,0.6580086580086579,0.8090736613065861,0.7819448866953246,0.7743638221090059,3.9,4,4.2,4.2,4.0,4.133333333333334,-0.23333333333333384
4ioh,469,346587.0,3.5543710021321964,4.940298507462686,0.04477611940298507,0.7569296375266524,0.9445628997867804,96.27416666666667,0.9104477611940298,0.9445628997867804,0.9240938166311301,0.5800865800865801,0.5445887445887445,0.9356625961103572,0.8462961168185048,0.7466314531239904,3.7,4,4.5,4.5,4.5,4.5,-0.7999999999999998
4kgh,301,792748.0,2.3255813953488373,12.029900332225914,0.009966777408637873,0.12624584717607973,0.9036544850498339,220.20777777777778,0.9800664451827242,0.9036544850498339,0.9495016611295681,0.29004329004329,0.6562770562770563,0.0,0.06312292358803986,0.5487163998791906,2.7,3,3.642857142857143,3.642857142857143,3.5,3.595238095238095,-0.8952380952380947
4kgi,772,278.0235,1.9080310880829014,3.273316062176166,0.0012953367875647669,0.9365284974093264,0.9028497409326425,0.07722875,0.9974093264248705,0.9028497409326425,0.9595854922279793,0.8961038961038961,0.8744588744588744,0.619946223897001,0.7782373606531637,0.8904201433281744,4.5,5,5.0,5.0,5.0,5.0,-0.5
4kgp,229,2983.094,2.606986899563319,5.449781659388647,0.017467248908296942,0.9126637554585153,0.9170305676855895,0.8286372222222222,0.9650655021834061,0.9170305676855895,0.9458515283842794,0.8051948051948052,0.5766233766233767,0.9678443826915443,0.9402540690750298,0.8357222253728804,4.2,5,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,-0.4666666666666668
4kgq,1032,196.425,1.9709302325581395,3.2083333333333335,0.0,0.9660852713178295,0.9176356589147286,0.0545625,1.0,0.9176356589147286,0.9670542635658914,0.9523809523809523,0.8796536796536796,0.6076388888888888,0.7868620801033592,0.9098673822947079,4.5,5,5.0,5.0,5.0,5.0,-0.5
4kgr,252,1208225.494,2.607142857142857,13.619047619047619,0.011904761904761904,0.19047619047619047,0.8650793650793651,335.6181927777778,0.9761904761904762,0.8650793650793651,0.9317460317460318,0.16450216450216448,0.5852813852813852,0.0,0.09523809523809523,0.5033405483405483,2.5,3,2.75,2.75,2.75,2.75,-0.25
4khg,998,218.4045,1.9529058116232465,3.0080160320641283,0.0,0.9338677354709419,0.9448897795591182,0.06066791666666667,1.0,0.9448897795591182,0.9779559118236473,0.9393939393939394,0.8735930735930736,0.5697000060727515,0.7517838707718467,0.9022084428597454,4.5,5,5.0,4.882352941176471,4.882352941176471,4.921568627450981,-0.42156862745098067
4khi,189,2087088.0,3.544973544973545,9.0,0.164021164021164,0.3544973544973545,0.8624338624338624,579.7466666666667,0.671957671957672,0.8624338624338624,0.7481481481481482,0.08225108225108224,0.4164502164502164,0.2954545454545455,0.32497594997595003,0.43069985569985575,2.2,3,3.3333333333333335,3.3333333333333335,4.0,3.555555555555556,-1.3555555555555556
4kll,132,424864.854,2.1136363636363638,6.628787878787879,0.030303030303030304,0.2196969696969697,0.8863636363636364,118.01801499999999,0.9393939393939394,0.8863636363636364,0.9181818181818182,0.5497835497835497,0.5818181818181818,0.7445477502295684,0.4821223599632691,0.6715976321658139,3.4,4,3.0,3.0,3.0,3.0,0.3999999999999999
4klq,116,721698.5,2.060344827586207,5.646551724137931,0.04310344827586207,0.8017241379310345,0.8879310344827587,200.47180555555556,0.9137931034482758,0.8879310344827587,0.903448275862069,0.33766233766233766,0.5783549783549784,0.9305773249738768,0.8661507314524557,0.6895236229287954,3.4,4,5.0,5.0,5.0,5.0,-1.6
4kpk,180,362974.478,2.3,5.722222222222222,0.044444444444444446,0.6277777777777778,0.9166666666666666,100.8262438888889,0.9111111111111111,0.9166666666666666,0.9133333333333333,0.5714285714285714,0.5974025974025974,0.9162457912457913,0.7720117845117845,0.7364066859066859,3.7,4,3.0,3.0,3.0,3.0,0.7000000000000002
4kpq,388,165939.5,2.711340206185567,5.623711340206185,0.05412371134020619,0.08505154639175258,0.9201030927835051,46.09430555555556,0.8917525773195876,0.9201030927835051,0.9030927835051547,0.670995670995671,0.6264069264069264,0.9349031552639802,0.5099773508278663,0.7111082474226805,3.6,4,2.0,2.0,4.0,2.6666666666666665,0.9333333333333336
4kqk,98,1100043.0,3.163265306122449,10.642857142857142,0.02040816326530612,0.24489795918367346,0.8877551020408163,305.5675,0.9591836734693877,0.8877551020408163,0.9306122448979591,0.19047619047619047,0.34458874458874456,0.0,0.12244897959183673,0.4667408781694496,2.3,3,5.0,5.0,5.0,5.0,-2.7
4kqo,1005,220.0,2.008955223880597,3.343283582089552,0.003980099502487562,0.9253731343283582,0.9213930348258706,0.06111111111111111,0.9920398009950249,0.9213930348258706,0.9637810945273633,0.935064935064935,0.8623376623376624,0.6331976481230213,0.7792853912256897,0.8994142275634812,4.5,5,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,-0.16666666666666696
4kqp,103,538301.728,2.8932038834951457,7.310679611650485,0.02912621359223301,0.3786407766990291,0.941747572815534,149.52825777777778,0.941747572815534,0.941747572815534,0.941747572815534,0.4545454545454546,0.4025974025974026,0.6154015887025597,0.49702118270079443,0.62317173118144,3.1,4,4.0,4.0,4.0,4.0,-0.8999999999999999
4lhl,246,1778960.0,2.361788617886179,10.101626016260163,0.02032520325203252,0.04065040650406504,0.8455284552845529,494.15555555555557,0.959349593495935,0.8455284552845529,0.9138211382113821,0.09523809523809523,0.6346320346320347,0.08681325449618138,0.06373183050012321,0.48331969520993917,2.4,3,2.125,2.0833333333333335,2.125,2.111111111111111,0.28888888888888875
4lig,152,1390882.5,2.1447368421052633,7.703947368421052,0.07894736842105263,0.7105263157894737,0.9342105263157895,386.35625,0.8421052631578947,0.9342105263157895,0.8789473684210526,0.1298701298701299,0.6064935064935065,0.5409190590111644,0.625722687400319,0.586542350193666,2.9,3,3.5,3.5,3.5,3.5,-0.6000000000000001
4lip,53,1729820.0,1.8867924528301887,7.09433962264151,0.03773584905660377,0.3018867924528302,0.8867924528301887,480.50555555555553,0.9245283018867925,0.8867924528301887,0.909433962264151,0.09956709956709953,0.5142857142857142,0.6563750714694111,0.47913093196112067,0.5418769909335948,2.7,3,4.333333333333333,4.666666666666667,4.333333333333333,4.444444444444444,-1.7444444444444436
4lkl,29,772758.0,2.0344827586206895,6.517241379310345,0.0,0.6896551724137931,0.7241379310344828,214.655,1.0,0.7241379310344828,0.8896551724137931,0.3246753246753247,0.4038961038961039,0.7656739811912225,0.7276645768025078,0.6188602776533811,3.1,4,4.0,4.0,4.0,4.0,-0.8999999999999999
4llr,101,1688289.0,3.089108910891089,10.851485148514852,0.039603960396039604,0.06930693069306931,0.5841584158415841,468.9691666666667,0.9207920792079208,0.5841584158415841,0.7861386138613862,0.10822510822510822,0.36536796536796534,0.0,0.034653465346534656,0.3822090780506622,1.9,2,2.6153846153846154,2.6153846153846154,2.6153846153846154,2.6153846153846154,-0.7153846153846155
4lls,106,1669419.5,4.009433962264151,9.339622641509434,0.03773584905660377,0.05660377358490566,0.8773584905660378,463.72763888888886,0.9245283018867925,0.8773584905660378,0.9056603773584906,0.11255411255411252,0.30086580086580084,0.23113207547169812,0.14386792452830188,0.43406640529282037,2.2,3,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,-1.2285714285714282
4lpl,104,523224.0,1.8076923076923077,5.826923076923077,0.038461538461538464,0.25,0.8942307692307693,145.34,0.9230769230769231,0.8942307692307693,0.9115384615384616,0.48051948051948057,0.5956709956709957,0.896416083916084,0.573208041958042,0.6729441391941393,3.4,4,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,-0.2666666666666666
4lpo,575,355445.0,3.3443478260869566,9.191304347826087,0.017391304347826087,0.23478260869565218,0.928695652173913,98.73472222222222,0.9652173913043478,0.928695652173913,0.9506086956521739,0.5757575757575757,0.5896103896103896,0.25922266139657457,0.24700263504611336,0.6439750423489554,3.2,4,3.64,3.64,3.68,3.6533333333333338,-0.4533333333333336
4lqg,98,1942485.5,2.4693877551020407,8.23469387755102,0.05102040816326531,0.1836734693877551,0.5816326530612245,539.5793055555556,0.8979591836734694,0.5816326530612245,0.7714285714285715,0.09090909090909094,0.46233766233766227,0.4403988868274583,0.3120361781076067,0.44760204081632654,2.2,3,2.0,2.0,2.0,2.0,0.20000000000000018
4lqi,29,1120767.0,2.2758620689655173,7.931034482758621,0.06896551724137931,0.20689655172413793,0.9310344827586207,311.32416666666666,0.8620689655172413,0.9310344827586207,0.8896551724137931,0.18181818181818177,0.370995670995671,0.4979101358411704,0.35240334378265414,0.5015136587550381,2.5,3,5.0,5.0,5.0,5.0,-2.5
4lrp,94,136060.5,3.127659574468085,6.053191489361702,0.0425531914893617,0.9361702127659575,0.9680851063829787,37.794583333333335,0.9148936170212766,0.9680851063829787,0.9361702127659575,0.6796536796536796,0.3467532467532467,0.8535622179239201,0.8948662153449387,0.7458968868011421,3.7,4,5.0,4.5,5.0,4.833333333333333,-1.1333333333333329
4lrs,272,236.0,1.875,2.922794117647059,0.0,0.9448529411764706,0.9264705882352942,0.06555555555555556,1.0,0.9264705882352942,0.9705882352941176,0.9264069264069263,0.7333333333333334,0.5535594919786095,0.74920621657754,0.8678155239368475,4.3,5,5.0,5.0,5.0,5.0,-0.7000000000000002
4lsh,24,1378937.0,3.625,12.083333333333334,0.041666666666666664,0.4166666666666667,0.875,383.03805555555556,0.9166666666666666,0.875,0.8999999999999999,0.1341991341991342,0.1463203463203463,0.0,0.20833333333333334,0.41948051948051945,2.1,3,3.5,3.25,3.5,3.4166666666666665,-1.3166666666666664
4lsk,457,3896.0,2.4704595185995624,7.282275711159738,0.030634573304157548,0.045951859956236324,0.9846827133479212,1.0822222222222222,0.9387308533916849,0.9846827133479212,0.9571115973741795,0.7878787878787878,0.6891774891774891,0.6207811153106558,0.33336648763344606,0.7364675514128469,3.7,4,3.7,3.7,4.05,3.8166666666666664,-0.11666666666666625
4lsp,54,42813.5,2.5555555555555554,3.1296296296296298,0.037037037037037035,0.2037037037037037,1.0,11.89263888888889,0.9259259259259259,1.0,0.9555555555555556,0.7445887445887446,0.3904761904761904,0.5927328843995511,0.3982182940516274,0.6783305274971942,3.4,4,3.75,3.75,3.75,3.75,-0.3500000000000001
4oio,649,775374.0,3.3959938366718028,6.576271186440678,0.023112480739599383,0.9229583975346687,0.9722650231124808,215.38166666666666,0.9537750385208013,0.9722650231124808,0.961171032357473,0.316017316017316,0.6008658008658008,0.7544940934771444,0.8387262455059066,0.703332599603786,3.5,4,3.3333333333333335,3.0,3.6666666666666665,3.3333333333333335,0.16666666666666652
4ops,635,279094.0,2.8755905511811024,5.436220472440945,0.006299212598425197,0.9622047244094488,0.9511811023622048,77.5261111111111,0.9874015748031496,0.9511811023622048,0.9729133858267716,0.6060606060606061,0.6701298701298701,0.9704127893104272,0.966308756859938,0.8193225619524832,4.1,5,4.5,4.5,4.5,4.5,-0.40000000000000036
4oqq,956,964338.6235,3.4152719665271967,10.609832635983263,0.032426778242677826,0.8535564853556485,0.8410041841004184,267.8718398611111,0.9351464435146444,0.8410041841004184,0.897489539748954,0.22943722943722944,0.6311688311688312,0.0,0.42677824267782427,0.5830700610407723,2.9,3,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,-1.766666666666667
4osr,1350,333439.0,3.3014814814814817,12.864444444444445,0.03259259259259259,0.4,0.9251851851851852,92.62194444444444,0.9348148148148148,0.9251851851851852,0.930962962962963,0.5930735930735931,0.6701298701298701,0.0,0.2,0.6481314093314093,3.2,4,3.125,3.0,3.375,3.1666666666666665,0.03333333333333366
4pgp,1055,785615.0,3.0312796208530806,5.237914691943128,0.013270142180094787,0.8180094786729858,0.9213270142180094,218.2263888888889,0.9734597156398104,0.9213270142180094,0.95260663507109,0.2987012987012987,0.7021645021645022,0.9920292977165014,0.9050193881947436,0.7295244250220554,3.6,4,4.5,4.5,4.5,4.5,-0.8999999999999999
4pio,459,519202.31,2.581699346405229,6.618736383442266,0.0196078431372549,0.3572984749455338,0.7015250544662309,144.2228638888889,0.9607843137254902,0.7015250544662309,0.8570806100217865,0.48484848484848486,0.6722943722943723,0.746451442529874,0.5518749587377039,0.6660242009261617,3.3,4,2.0,2.0,2.0,2.0,1.2999999999999998
4pps,1800,285019.01749999996,2.7733333333333334,6.394444444444445,0.020555555555555556,0.26166666666666666,0.9411111111111111,79.17194930555554,0.9588888888888889,0.9411111111111111,0.9517777777777778,0.6017316017316017,0.754978354978355,0.7889309764309764,0.5252988215488216,0.7396105579605581,3.7,4,2.96,2.88,2.96,2.9333333333333336,0.7666666666666666
4psk,719,767041.3420000001,3.536856745479833,5.963838664812239,0.019471488178025034,0.9221140472878998,0.9485396383866481,213.06703944444448,0.96105702364395,0.9485396383866481,0.9560500695410292,0.33333333333333337,0.6051948051948052,0.8704851013613184,0.8962995743246092,0.7182497335765765,3.6,4,5.0,5.0,5.0,5.0,-1.4
4qil,165,606863.0,3.727272727272727,5.430303030303031,0.006060606060606061,0.9272727272727272,0.9818181818181818,168.57305555555556,0.9878787878787879,0.9818181818181818,0.9854545454545456,0.4112554112554112,0.37835497835497833,0.9715335169880625,0.9494031221303949,0.7132745638200184,3.6,4,5.0,5.0,5.0,5.0,-1.4
4qiq,757,1373185.373,2.9801849405548215,6.317040951122854,0.007926023778071334,0.8678996036988111,0.9062087186261559,381.44038138888885,0.9841479524438573,0.9062087186261559,0.9529722589167768,0.1385281385281385,0.6813852813852814,0.803590728954005,0.835745166326408,0.6715984147952444,3.4,4,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,-1.266666666666667
4qkr,387,1262218.0,3.3617571059431524,4.992248062015504,0.06201550387596899,0.8062015503875969,0.813953488372093,350.61611111111114,0.875968992248062,0.813953488372093,0.8511627906976744,0.1515151515151515,0.5238095238095238,0.9455015268968757,0.8758515386422363,0.615717977113326,3.1,4,4.75,4.75,4.5,4.666666666666667,-1.5666666666666669
4qoh,653,438977.0,3.2343032159264933,5.04594180704441,0.018376722817764167,0.885145482388974,0.9831546707503829,121.93805555555555,0.9632465543644717,0.9831546707503829,0.9712098009188362,0.5367965367965368,0.6203463203463202,0.9556707967887139,0.9204081395888439,0.7822734565077598,3.9,4,4.0,4.0,4.0,4.0,-0.10000000000000009
4qqr,656,1066350.2944999998,3.3780487804878048,6.625,0.012195121951219513,0.9009146341463414,0.9451219512195121,296.2084151388888,0.975609756097561,0.9451219512195121,0.9634146341463414,0.19480519480519476,0.6103896103896104,0.7452651515151516,0.8230898928307465,0.6725923212965896,3.4,4,5.0,5.0,5.0,5.0,-1.6
4qsh,1009,109179.0,2.2834489593657086,5.3201189296333,0.015857284440039643,0.38255698711595637,0.9018830525272548,30.3275,0.9682854311199207,0.9018830525272548,0.9417244796828543,0.6926406926406927,0.8251082251082251,0.9924017178724811,0.6874793524942188,0.805281256569661,4.0,5,3.0,3.0,3.0,3.0,1.0
4qsk,997,588100.784,3.0712136409227684,6.228686058174524,0.033099297893681046,0.46940822467402205,0.7953861584754263,163.3613288888889,0.9338014042126379,0.7953861584754263,0.8784353059177532,0.4285714285714286,0.6805194805194805,0.8203246101942191,0.6448664174341205,0.6796723938047909,3.4,4,4.6,4.6,4.6,4.6,-1.1999999999999997
4ris,738,514656.5145,2.772357723577236,7.017615176151762,0.012195121951219513,0.4024390243902439,0.9417344173441734,142.96014291666665,0.975609756097561,0.9417344173441734,0.962059620596206,0.48917748917748916,0.7151515151515151,0.670906216637924,0.5366726205140839,0.7093800666361643,3.5,4,3.5,3.5,3.5,3.5,0.0
4rqs,624,601406.8715,3.5,10.95673076923077,0.008012820512820512,0.6586538461538461,0.9262820512820513,167.05746430555556,0.983974358974359,0.9262820512820513,0.9608974358974359,0.4155844155844156,0.5818181818181818,0.0,0.3293269230769231,0.6224392274392274,3.1,4,5.0,5.0,4.0,4.666666666666667,-1.5666666666666669
4sgg,711,676096.808,4.236286919831223,10.258790436005626,0.03938115330520394,0.1631504922644163,0.9142053445850914,187.80466888888887,0.9212376933895922,0.9142053445850914,0.9184247538677919,0.37662337662337664,0.5670995670995671,0.05704726590802556,0.11009887908622093,0.5510441972467289,2.8,3,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.857142857142857,0.9428571428571428
4sgr,610,1006229.0,3.6295081967213116,8.3,0.022950819672131147,0.10655737704918032,0.9311475409836065,279.50805555555553,0.9540983606557377,0.9311475409836065,0.9449180327868854,0.21645021645021645,0.5679653679653679,0.428030303030303,0.26729384003974166,0.5518857071889859,2.8,3,4.5,3.5,4.5,4.166666666666667,-1.3666666666666671
4shl,397,71792.0,2.9672544080604535,5.831234256926952,0.030226700251889168,0.853904282115869,0.9798488664987406,19.942222222222224,0.9395465994962217,0.9798488664987406,0.9556675062972292,0.7316017316017316,0.587012987012987,0.8955995725517137,0.8747519273337914,0.8097370429738187,4.0,5,4.285714285714286,4.285714285714286,4.428571428571429,4.333333333333333,-0.33333333333333304
4sih,415,507549.0,2.5180722891566263,6.669879518072289,0.03855421686746988,0.8,0.9614457831325302,140.98583333333335,0.9228915662650602,0.9614457831325302,0.9383132530120482,0.49783549783549785,0.6670995670995671,0.7367652427893392,0.7683826213946696,0.7399649507119387,3.7,4,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,-0.9666666666666668
4sii,653,15853.0,3.134762633996937,7.996937212863706,0.05206738131699847,0.24655436447166923,0.9035222052067381,4.403611111111111,0.8958652373660031,0.9035222052067381,0.8989280245022971,0.7662337662337663,0.6359307359307358,0.4854285581697527,0.365991461320711,0.706567689584535,3.5,4,4.1,3.9,4.3,4.1000000000000005,-0.6000000000000005
4sil,205,787246.0,2.0097560975609756,7.014634146341463,0.024390243902439025,0.25365853658536586,0.8926829268292683,218.67944444444444,0.9512195121951219,0.8926829268292683,0.9278048780487804,0.2943722943722944,0.6632034632034631,0.6714708056171471,0.4625646711012565,0.6234784077710906,3.1,4,2.5,2.5,2.5,2.5,0.6000000000000001
4sio,429,579835.002,2.237762237762238,6.417249417249417,0.02097902097902098,0.40792540792540793,0.7878787878787878,161.06527833333334,0.958041958041958,0.7878787878787878,0.88997668997669,0.4329004329004329,0.7307359307359307,0.7846118527936711,0.5962686303595395,0.6851178619360437,3.4,4,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,-0.2666666666666666
4skr,191,958036.0,4.230366492146596,17.230366492146597,0.041884816753926704,0.15706806282722513,0.900523560209424,266.12111111111113,0.9162303664921466,0.900523560209424,0.9099476439790576,0.23376623376623373,0.3896103896103896,0.0,0.07853403141361257,0.470552118039029,2.4,3,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,-0.7666666666666666
4sks,520,173783.5,2.875,6.601923076923077,0.06346153846153846,0.14423076923076922,0.8903846153846153,48.27319444444444,0.8730769230769231,0.8903846153846153,0.88,0.6666666666666667,0.651082251082251,0.749635780885781,0.44693327505827507,0.6942697718947719,3.5,4,4.0,4.0,4.166666666666667,4.055555555555556,-0.5555555555555562
4slh,194,687505.02,3.0618556701030926,6.603092783505154,0.07216494845360824,0.15979381443298968,0.9432989690721649,190.97361666666666,0.8556701030927836,0.9432989690721649,0.8907216494845361,0.36796536796536794,0.4857142857142857,0.7494142455482663,0.454604029990628,0.5918075824519123,3.0,3,3.8,3.8,3.8,3.7999999999999994,-0.7999999999999994
4sli,238,105150.401,2.865546218487395,7.718487394957983,0.06302521008403361,0.10504201680672269,0.9495798319327731,29.20844472222222,0.8739495798319328,0.9495798319327731,0.9042016806722689,0.696969696969697,0.5437229437229437,0.5381652661064427,0.32160364145658266,0.6637783295136237,3.3,4,4.0,4.0,4.0,4.0,-0.7000000000000002
